Age,Nationality,Overall,Potential,Club,Value,Wage,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Body Type,Position,Height,Weight
25,Republic of Ireland,69,74,Rotherham United,1900000.0,8000.0,Right,1.0,4.0,3.0,Lean,Back,181,75
36,Spain,68,68,Queens Park Rangers,160000.0,3000.0,Right,2.0,3.0,3.0,Normal,Back,178,82
31,Argentina,68,68,Patronato,1000000.0,7000.0,Left,1.0,3.0,3.0,Normal,Middle,181,79
22,Spain,70,78,Girona FC,3600000.0,12000.0,Right,1.0,3.0,3.0,Lean,Back,182,75
24,Republic of Ireland,68,73,Peterborough United,1800000.0,5000.0,Right,1.0,4.0,3.0,Lean,Middle,185,70
25,Ecuador,72,73,Delfín Sporting Club,2800000.0,700.0,Right,1.0,4.0,4.0,Lean,Middle,176,63
28,Austria,75,75,Sport-Club Freiburg,6000000.0,29000.0,Left,2.0,3.0,4.0,Normal,Forward,193,91
28,Portugal,73,75,Levante Unión Deportiva,3100000.0,10000.0,Right,1.0,2.0,2.0,Normal,Back,183,80
26,Argentina,75,78,Estudiantes de La Plata,6500000.0,12000.0,Right,1.0,2.0,2.0,Stocky,Middle,179,77
23,Mexico,72,79,KRC Genk,4500000.0,10000.0,Left,1.0,3.0,4.0,Lean,Back,175,68
34,Spain,77,77,Sagan Tosu,4700000.0,8000.0,Right,3.0,4.0,3.0,Normal,Forward,186,79
27,Spain,75,76,CA Osasuna,6000000.0,23000.0,Right,1.0,3.0,2.0,Lean,Middle,190,77
29,Senegal,76,76,Real Betis Balompié,6500000.0,22000.0,Right,2.0,3.0,3.0,Normal,Back,173,67
30,Germany,72,72,1. FC Kaiserslautern,2000000.0,9000.0,Right,2.0,3.0,3.0,Lean,Back,182,70
30,United States,69,69,New England Revolution,1100000.0,4000.0,Right,1.0,2.0,2.0,Stocky,Back,180,75
32,Finland,75,75,Norwich City,4600000.0,43000.0,Right,1.0,3.0,3.0,Normal,Forward,180,80
35,England,67,67,Bolton Wanderers,180000.0,3000.0,Right,1.0,3.0,3.0,Lean,Middle,173,61
25,England,69,73,Cardiff City,1800000.0,14000.0,Right,1.0,3.0,2.0,Lean,Middle,180,64
23,France,74,79,FC Lorient,6500000.0,15000.0,Right,1.0,3.0,4.0,Normal,Back,177,79
25,Scotland,66,69,Barnsley,1000000.0,4000.0,Left,1.0,2.0,3.0,Normal,Back,178,65
27,Spain,75,76,CA Osasuna,6000000.0,23000.0,Right,1.0,3.0,3.0,Lean,Back,180,75
27,Algeria,74,75,LOSC Lille,4400000.0,24000.0,Right,1.0,3.0,3.0,Normal,Back,173,72
24,Venezuela,76,80,Tigres U.A.N.L.,11000000.0,37000.0,Right,2.0,5.0,4.0,Stocky,Middle,158,55
21,Denmark,71,80,Celtic,4200000.0,23000.0,Left,1.0,3.0,3.0,Normal,Middle,187,77
25,Hungary,73,74,Sporting Kansas City,3600000.0,8000.0,Right,1.0,3.0,3.0,Lean,Middle,185,68
23,England,71,80,CD Tenerife,4200000.0,7000.0,Right,1.0,3.0,3.0,Lean,Middle,170,65
33,Belgium,82,82,RSC Anderlecht,10500000.0,29000.0,Right,4.0,3.0,2.0,Normal,Back,190,85
32,Germany,75,75,Sport-Club Freiburg,3700000.0,23000.0,Right,2.0,3.0,2.0,Normal,Middle,181,79
28,Romania,67,67,Rapid București,900000.0,4000.0,Left,1.0,3.0,3.0,Lean,Middle,188,70
25,Kenya,71,75,AIK,2400000.0,5000.0,Left,1.0,4.0,2.0,Stocky,Back,168,70
29,Bolivia,69,69,Club Always Ready,1200000.0,500.0,Right,1.0,2.0,2.0,Normal,Back,183,81
27,Peru,69,69,Ayacucho,1300000.0,500.0,Right,1.0,2.0,2.0,Normal,Back,180,75
19,France,72,79,AS Saint-Étienne,4600000.0,4000.0,Right,1.0,3.0,4.0,Lean,Middle,181,72
26,England,72,75,Nottingham Forest,2800000.0,36000.0,Left,1.0,2.0,3.0,Lean,Back,183,71
33,Australia,67,67,Melbourne City FC,525000.0,4000.0,Left,1.0,4.0,2.0,Normal,Back,177,71
22,Spain,70,80,SC Braga,3400000.0,8000.0,Right,1.0,4.0,3.0,Normal,Back,169,68
24,Guinea Bissau,69,73,Vitória de Guimarães,1800000.0,4000.0,Right,1.0,3.0,3.0,Lean,Middle,190,82
28,Norway,70,70,Hannover 96,1600000.0,17000.0,Right,1.0,4.0,3.0,Normal,Forward,187,82
36,Switzerland,68,68,FC Lugano,220000.0,3000.0,Left,1.0,3.0,2.0,Normal,Back,183,80
29,Montenegro,72,72,LASK Linz,2100000.0,19000.0,Right,1.0,3.0,2.0,Normal,Back,180,76
22,Italy,72,82,Bologna,5000000.0,44000.0,Left,1.0,4.0,2.0,Lean,Middle,181,72
30,Costa Rica,71,71,Incheon United FC,1800000.0,5000.0,Left,1.0,1.0,4.0,Stocky,Back,174,75
25,Brazil,74,74,Grêmio,4700000.0,24000.0,Left,1.0,3.0,3.0,Normal,Back,180,74
28,Brazil,69,69,Inter Miami CF,1400000.0,5000.0,Left,1.0,3.0,3.0,Normal,Middle,172,75
27,Luxembourg,72,72,Al Wehda,2500000.0,750.0,Right,1.0,2.0,4.0,Lean,Middle,185,85
34,Poland,73,73,Pogoń Szczecin,1400000.0,9000.0,Right,1.0,3.0,3.0,Normal,Middle,180,78
27,Congo DR,79,81,Olympique de Marseille,18500000.0,40000.0,Right,1.0,3.0,2.0,Normal,Back,182,78
21,Austria,68,77,RZ Pellets Wolfsberger AC,2700000.0,5000.0,Right,1.0,3.0,3.0,Normal,Middle,170,60
28,Austria,72,72,VfL Bochum 1848,2300000.0,18000.0,Left,1.0,3.0,3.0,Normal,Middle,175,74
22,South Africa,66,73,Orlando Pirates,1700000.0,500.0,Right,1.0,3.0,2.0,Normal,Middle,176,67
28,Ecuador,68,68,LDU Quito,1100000.0,500.0,Left,1.0,3.0,2.0,Normal,Back,170,76
39,France,77,77,US Salernitana 1919,3600000.0,22000.0,Right,4.0,5.0,5.0,Normal,Forward,170,72
34,Spain,73,73,FC Seoul,1000000.0,7000.0,Left,2.0,3.0,2.0,Normal,Back,192,86
30,Algeria,76,76,Stade Brestois 29,7000000.0,23000.0,Right,1.0,3.0,4.0,Normal,Middle,178,75
23,Argentina,69,77,Barracas Central,3100000.0,5000.0,Right,1.0,3.0,3.0,Normal,Middle,179,70
35,Spain,69,69,Adelaide United,550000.0,2000.0,Right,1.0,3.0,3.0,Normal,Middle,173,71
24,England,79,86,Aston Villa,32500000.0,65000.0,Right,2.0,3.0,2.0,Lean,Back,183,77
22,France,75,82,FC Lorient,11500000.0,16000.0,Right,1.0,3.0,4.0,Lean,Middle,170,58
25,Greece,73,75,AZ Alkmaar,3400000.0,8000.0,Right,1.0,3.0,2.0,Normal,Back,180,68
20,Germany,75,83,Eintracht Frankfurt,12500000.0,27000.0,Right,1.0,3.0,3.0,Lean,Middle,180,73
23,France,72,78,AS Saint-Étienne,3500000.0,6000.0,Right,1.0,3.0,2.0,Normal,Back,176,74
25,Argentina,74,78,US Cremonese,5500000.0,22000.0,Right,1.0,3.0,2.0,Normal,Middle,168,70
29,Peru,72,72,Al Adalah,2300000.0,16000.0,Right,1.0,3.0,3.0,Normal,Middle,177,69
32,France,71,71,FC Lorient,1300000.0,11000.0,Left,1.0,3.0,3.0,Lean,Back,177,69
29,Spain,76,76,Elche CF,7500000.0,23000.0,Left,1.0,2.0,3.0,Lean,Forward,184,72
26,Republic of Ireland,67,69,Blackburn Rovers,1300000.0,14000.0,Right,1.0,4.0,3.0,Lean,Middle,167,64
34,Senegal,74,74,F.C. København,3000000.0,21000.0,Right,2.0,3.0,3.0,Normal,Forward,186,81
30,Japan,68,68,Ulsan Hyundai FC,1200000.0,5000.0,Left,1.0,3.0,3.0,Normal,Middle,175,67
25,Congo DR,75,76,Brentford,6500000.0,44000.0,Right,1.0,3.0,3.0,Lean,Back,176,74
25,Argentina,71,76,Club Atlético Tigre,2600000.0,7000.0,Right,1.0,3.0,3.0,Normal,Back,178,75
30,Bolivia,67,67,Club Deportivo Jorge Wilstermann,975000.0,500.0,Right,1.0,3.0,4.0,Lean,Back,170,69
31,Argentina,65,65,Barracas Central,575000.0,3000.0,Right,1.0,3.0,2.0,Normal,Middle,169,72
23,Poland,74,83,Feyenoord,9500000.0,9000.0,Left,1.0,3.0,3.0,Lean,Middle,174,60
27,Argentina,75,78,Club Libertad,6500000.0,900.0,Left,1.0,3.0,2.0,Stocky,Back,193,92
25,Japan,71,75,Kashima Antlers,2400000.0,6000.0,Right,1.0,2.0,3.0,Normal,Middle,181,73
35,Germany,66,66,1. FC Saarbrücken,350000.0,2000.0,Left,1.0,3.0,2.0,Normal,Back,182,82
20,Ecuador,78,85,Bayer 04 Leverkusen,26500000.0,33000.0,Left,1.0,2.0,3.0,Normal,Back,183,66
21,Georgia,69,78,FC Metz,3200000.0,4000.0,Right,1.0,3.0,4.0,Normal,Middle,178,72
31,Colombia,72,72,Colorado Rapids,1900000.0,7000.0,Right,1.0,2.0,3.0,Normal,Middle,162,65
35,Spain,73,73,Como,1200000.0,3000.0,Right,4.0,3.0,3.0,Normal,Middle,179,76
25,Morocco,69,72,1. FC Magdeburg,1800000.0,6000.0,Right,1.0,4.0,4.0,Lean,Back,176,70
29,England,67,67,Wycombe Wanderers,875000.0,4000.0,Right,1.0,3.0,2.0,Lean,Middle,178,74
20,Slovakia,71,80,FC Groningen,4099999.9999999995,5000.0,Left,1.0,3.0,3.0,Stocky,Middle,173,72
20,Netherlands,70,82,Burnley,3700000.0,29000.0,Left,1.0,4.0,2.0,Lean,Back,168,57
26,Spain,71,74,Real Oviedo,2300000.0,11000.0,Right,1.0,3.0,3.0,Normal,Back,170,67
27,Turkey,71,71,1. FC Magdeburg,2000000.0,10000.0,Right,1.0,4.0,3.0,Lean,Back,170,73
22,Argentina,73,81,Vélez Sarsfield,7000000.0,12000.0,Left,1.0,3.0,4.0,Lean,Back,177,66
25,Brazil,70,76,Rio Ave FC,2200000.0,5000.0,Right,1.0,3.0,2.0,Normal,Back,185,78
20,Portugal,67,77,Desportivo das Aves,1200000.0,3000.0,Right,1.0,4.0,3.0,Normal,Middle,175,64
34,Italy,82,82,Lazio,10000000.0,59000.0,Left,3.0,3.0,3.0,Normal,Back,192,88
29,Colombia,69,69,Junior FC,1200000.0,2000.0,Left,1.0,3.0,2.0,Normal,Back,183,88
29,Spain,74,74,Athletic Club de Bilbao,4099999.9999999995,23000.0,Left,1.0,3.0,3.0,Lean,Middle,191,84
23,Australia,67,72,Melbourne City FC,1400000.0,4000.0,Right,1.0,3.0,3.0,Normal,Middle,178,70
21,Italy,70,82,Empoli,3800000.0,5000.0,Left,1.0,3.0,2.0,Normal,Back,178,72
20,Greece,71,81,Panathinaikos FC,3900000.0,500.0,Right,1.0,2.0,2.0,Lean,Middle,183,71
22,Portugal,78,85,Wolverhampton Wanderers,28500000.0,72000.0,Left,1.0,4.0,4.0,Normal,Back,172,62
31,Austria,69,69,Pisa,1100000.0,3000.0,Right,1.0,3.0,3.0,Normal,Middle,183,77
29,England,79,79,Everton,14500000.0,45000.0,Right,1.0,4.0,2.0,Normal,Back,188,81
20,Greece,72,80,FC Twente,5000000.0,25000.0,Right,1.0,4.0,4.0,Stocky,Back,184,73
26,Austria,68,68,FK Austria Wien,1300000.0,8000.0,Right,1.0,4.0,3.0,Normal,Middle,179,72
34,Colombia,74,74,Club Unión Magdalena S.A,2200000.0,2000.0,Right,2.0,3.0,3.0,Normal,Middle,187,88
32,Japan,67,67,FC Tokyo,825000.0,5000.0,Right,1.0,4.0,2.0,Normal,Back,178,71
36,Scotland,68,68,Dundee United,220000.0,2000.0,Left,1.0,3.0,2.0,Normal,Back,191,80
23,Argentina,76,82,River Plate,12000000.0,8000.0,Right,1.0,4.0,3.0,Normal,Middle,167,66
30,Chile,69,69,Vejle Boldklub,1200000.0,6000.0,Left,1.0,3.0,3.0,Normal,Back,180,80
29,Portugal,70,70,Moreirense FC,1400000.0,8000.0,Right,1.0,3.0,3.0,Normal,Back,176,70
29,Spain,76,76,Rayo Vallecano,7500000.0,21000.0,Left,1.0,3.0,3.0,Lean,Middle,167,61
19,France,76,86,Olympique Lyonnais,15000000.0,25000.0,Left,1.0,2.0,2.0,Lean,Back,184,73
32,Brazil,78,78,Unión Deportiva Las Palmas,9000000.0,11000.0,Right,2.0,2.0,2.0,Normal,Back,185,80
39,Netherlands,64,64,Barnet,1000.0,2000.0,Left,1.0,3.0,3.0,Stocky,Middle,169,68
20,Belgium,73,83,RSC Anderlecht,6500000.0,14000.0,Right,1.0,3.0,4.0,Normal,Middle,172,63
31,Spain,67,67,Málaga CF,825000.0,4000.0,Right,1.0,3.0,3.0,Lean,Middle,180,70
23,Kosovo,71,75,Hajduk Split,2700000.0,700.0,Right,1.0,4.0,3.0,Normal,Back,174,65
31,Japan,68,68,Vissel Kobe,1000000.0,5000.0,Right,1.0,4.0,3.0,Lean,Forward,182,71
32,Spain,68,68,Racing Santander,825000.0,4000.0,Right,1.0,3.0,2.0,Stocky,Back,179,75
28,England,68,68,Derby County,1200000.0,4000.0,Right,1.0,3.0,3.0,Lean,Back,179,72
27,Colombia,74,75,Los Angeles FC,4900000.0,9000.0,Right,1.0,3.0,3.0,Normal,Forward,178,78
21,Germany,68,73,1. FC Magdeburg,1700000.0,4000.0,Right,1.0,2.0,2.0,Normal,Middle,173,70
33,Italy,73,73,SPAL,1900000.0,4000.0,Right,1.0,4.0,3.0,Normal,Middle,180,77
26,Slovakia,73,76,F.C. København,3500000.0,17000.0,Right,1.0,3.0,2.0,Normal,Back,189,81
27,Switzerland,75,75,Royal Antwerp FC,6000000.0,22000.0,Right,1.0,4.0,3.0,Stocky,Forward,188,92
23,Uruguay,70,77,Club Nacional de Football,3000000.0,500.0,Right,1.0,3.0,2.0,Normal,Back,169,70
23,Egypt,73,81,VfL Wolfsburg,7000000.0,31000.0,Right,1.0,3.0,4.0,Normal,Middle,183,81
25,Argentina,69,74,Gimnasia y Esgrima La Plata,2000000.0,6000.0,Right,1.0,2.0,2.0,Lean,Middle,175,70
31,Japan,74,74,1. FC Union Berlin,3500000.0,26000.0,Right,2.0,4.0,4.0,Lean,Middle,178,72
28,Norway,74,74,Ferencvárosi TC,4200000.0,1000.0,Right,1.0,3.0,3.0,Lean,Middle,174,60
25,Hungary,76,77,Sport-Club Freiburg,9000000.0,26000.0,Right,2.0,4.0,4.0,Normal,Middle,183,75
25,Saudi Arabia,68,71,Al Ittihad,1500000.0,13000.0,Left,1.0,2.0,2.0,Lean,Middle,178,77
19,Russia,68,79,PFC CSKA Moscow,2500000.0,8000.0,Right,1.0,3.0,2.0,Lean,Middle,181,67
28,Brazil,69,69,SC Farense,1400000.0,4000.0,Right,1.0,3.0,2.0,Normal,Middle,172,64
24,Colombia,70,75,Independiente Medellín,2400000.0,2000.0,Right,1.0,3.0,2.0,Lean,Middle,179,70
22,Brazil,80,80,Fluminense,25000000.0,27000.0,Left,1.0,5.0,4.0,Lean,Middle,171,63
21,France,80,87,Arsenal,40000000.0,58000.0,Right,2.0,3.0,2.0,Normal,Back,192,85
26,England,80,83,AFC Richmond,24500000.0,54000.0,Right,1.0,2.0,2.0,Stocky,Back,184,89
24,Nigeria,77,80,Nottingham Forest,14500000.0,56000.0,Right,1.0,2.0,3.0,Stocky,Forward,183,85
26,Spain,73,74,SD Huesca,3600000.0,10000.0,Right,2.0,4.0,3.0,Normal,Forward,175,71
24,Japan,69,73,Urawa Red Diamonds,2000000.0,6000.0,Left,1.0,4.0,2.0,Lean,Middle,172,63
35,Germany,71,71,SpVgg Greuther Fürth,725000.0,5000.0,Right,1.0,3.0,2.0,Normal,Back,180,75
24,Netherlands,74,78,Stade de Reims,5500000.0,16000.0,Right,1.0,3.0,2.0,Normal,Middle,173,72
32,Norway,72,72,FK Bodø/Glimt,1900000.0,5000.0,Right,1.0,3.0,4.0,Lean,Back,190,68
30,Montenegro,69,69,FCSB (Steaua),1200000.0,8000.0,Left,1.0,3.0,2.0,Normal,Back,183,77
25,Denmark,73,76,Silkeborg IF,4000000.0,10000.0,Right,1.0,4.0,3.0,Normal,Middle,189,82
29,England,70,70,Sunderland,1600000.0,11000.0,Right,1.0,3.0,3.0,Lean,Middle,168,62
23,Brazil,73,80,AC Monza,6000000.0,28000.0,Left,1.0,2.0,2.0,Normal,Middle,184,75
24,England,64,69,Harrogate Town,875000.0,2000.0,Right,1.0,3.0,2.0,Normal,Middle,173,70
34,Japan,71,71,FC Tokyo,700000.0,7000.0,Right,2.0,4.0,2.0,Lean,Back,170,68
29,Uruguay,73,74,Vélez Sarsfield,2800000.0,12000.0,Right,1.0,3.0,2.0,Normal,Back,187,83
21,Uruguay,70,79,Puebla FC,3600000.0,4000.0,Left,1.0,3.0,2.0,Normal,Back,177,70
23,Denmark,75,81,Galatasaray SK,8000000.0,42000.0,Right,1.0,3.0,2.0,Normal,Back,185,78
24,Hungary,76,82,Fenerbahçe SK,11000000.0,44000.0,Left,1.0,3.0,2.0,Normal,Back,192,83
26,Republic of Ireland,66,66,Portsmouth,925000.0,4000.0,Right,1.0,4.0,4.0,Lean,Middle,182,77
36,China PR,66,66,Shenzhen FC,300000.0,3000.0,Right,1.0,4.0,3.0,Normal,Forward,185,75
27,Republic of Ireland,70,70,Cardiff City,1700000.0,19000.0,Left,1.0,3.0,3.0,Lean,Back,180,75
24,Senegal,77,83,Watford,16500000.0,39000.0,Right,1.0,2.0,4.0,Lean,Back,185,76
24,Republic of Ireland,66,72,Shrewsbury Town,1300000.0,3000.0,Left,1.0,2.0,3.0,Lean,Middle,183,73
34,Poland,67,67,Śląsk Wrocław,350000.0,3000.0,Right,1.0,3.0,3.0,Lean,Middle,175,66
25,Bosnia and Herzegovina,69,74,Ascoli,2000000.0,3000.0,Right,1.0,3.0,2.0,Normal,Middle,180,70
20,Portugal,75,82,VfB Stuttgart,11000000.0,11000.0,Right,1.0,3.0,3.0,Lean,Forward,180,78
28,Nigeria,79,79,KRC Genk,18000000.0,24000.0,Right,1.0,2.0,3.0,Normal,Forward,201,98
26,Austria,69,70,SK Rapid Wien,1600000.0,14000.0,Right,1.0,3.0,2.0,Lean,Middle,183,70
22,Brazil,78,78,Sport Club Corinthians Paulista,17000000.0,31000.0,Right,1.0,3.0,2.0,Stocky,Forward,187,85
24,Switzerland,69,74,Hamburger SV,2000000.0,6000.0,Left,1.0,3.0,2.0,Lean,Back,182,77
23,Slovenia,67,72,SK Sturm Graz,1500000.0,7000.0,Left,1.0,3.0,2.0,Normal,Middle,176,69
28,Germany,71,71,Fortuna Düsseldorf,1600000.0,15000.0,Right,1.0,3.0,2.0,Lean,Middle,185,75
28,Spain,71,71,Toronto FC,1900000.0,7000.0,Right,1.0,3.0,4.0,Normal,Forward,183,80
21,Wales,75,85,Nottingham Forest,12500000.0,43000.0,Right,1.0,4.0,3.0,Lean,Forward,181,71
25,Nigeria,73,76,Adana Demirspor,4000000.0,19000.0,Right,2.0,4.0,4.0,Normal,Middle,175,70
22,England,71,78,Middlesbrough,3600000.0,33000.0,Left,1.0,2.0,3.0,Lean,Back,183,72
26,Costa Rica,65,66,Degerfors IF,850000.0,1000.0,Right,1.0,3.0,3.0,Stocky,Back,178,77
24,Japan,70,74,Sanfrecce Hiroshima,2300000.0,7000.0,Right,1.0,3.0,3.0,Lean,Forward,175,67
32,Brazil,71,71,Orlando City Soccer Club,1500000.0,6000.0,Right,3.0,4.0,4.0,Normal,Middle,175,72
33,France,78,78,FC Girondins de Bordeaux,4200000.0,40000.0,Right,3.0,3.0,2.0,Normal,Middle,183,86
24,Austria,78,82,VfB Stuttgart,20500000.0,27000.0,Right,2.0,3.0,3.0,Stocky,Forward,200,93
33,United States,71,71,Nashville SC,1200000.0,6000.0,Right,1.0,3.0,3.0,Normal,Forward,185,84
23,France,78,84,Eintracht Frankfurt,22500000.0,29000.0,Right,1.0,3.0,4.0,Lean,Forward,187,73
28,Croatia,71,72,Hajduk Split,1800000.0,700.0,Right,1.0,3.0,2.0,Normal,Back,189,89
20,Sweden,74,85,Manchester United,9500000.0,63000.0,Right,1.0,3.0,3.0,Lean,Back,178,75
24,Denmark,69,73,Norwich City,1800000.0,15000.0,Right,1.0,3.0,3.0,Lean,Middle,184,77
23,Greece,67,74,Raków Częstochowa,2000000.0,4000.0,Right,1.0,3.0,2.0,Lean,Middle,182,73
21,England,75,84,Everton,12500000.0,26000.0,Right,1.0,3.0,3.0,Lean,Middle,183,74
33,Japan,69,69,Urawa Red Diamonds,700000.0,2000.0,Right,1.0,3.0,2.0,Normal,Middle,175,65
26,Ecuador,66,70,Guayaquil City FC,1100000.0,500.0,Right,1.0,3.0,2.0,Normal,Middle,183,79
24,Portugal,79,82,Udinese Calcio,24500000.0,21000.0,Right,1.0,3.0,3.0,Lean,Forward,194,88
25,Germany,71,75,Hannover 96,2600000.0,17000.0,Right,1.0,3.0,3.0,Normal,Middle,187,81
24,Scotland,69,76,Aberdeen,2600000.0,4000.0,Right,1.0,4.0,2.0,Normal,Middle,187,80
27,Japan,66,67,Avispa Fukuoka,875000.0,1000.0,Right,1.0,3.0,2.0,Lean,Middle,178,70
24,Norway,75,83,Brentford,11500000.0,33000.0,Right,1.0,3.0,3.0,Normal,Back,196,94
29,England,65,65,Northampton Town,700000.0,6000.0,Right,1.0,3.0,3.0,Normal,Middle,173,67
19,Spain,79,87,Villarreal CF,38000000.0,21000.0,Right,1.0,4.0,3.0,Lean,Middle,172,60
25,Peru,66,67,Carlos A. Mannucci,1000000.0,500.0,Right,1.0,3.0,3.0,Lean,Middle,174,70
29,Italy,69,69,Clube Sport Marítimo,1400000.0,6000.0,Right,1.0,4.0,3.0,Lean,Middle,183,70
29,Argentina,78,78,Eintracht Frankfurt,14000000.0,35000.0,Right,2.0,3.0,3.0,Normal,Forward,185,78
20,France,70,81,Udinese Calcio,3300000.0,6000.0,Right,1.0,3.0,2.0,Normal,Middle,181,80
24,Nigeria,64,68,IFK Värnamo,850000.0,900.0,Right,1.0,3.0,3.0,Normal,Middle,176,74
25,Portugal,67,70,Seraing,1200000.0,5000.0,Right,1.0,3.0,2.0,Normal,Middle,177,71
37,Italy,73,73,Bari,1000000.0,4000.0,Right,1.0,4.0,4.0,Normal,Forward,180,76
21,Mexico,68,77,Mazatlán Futbol Club,2700000.0,4000.0,Right,1.0,2.0,2.0,Normal,Middle,180,78
33,Chile,71,71,Club Atlético Independiente,1200000.0,11000.0,Left,1.0,4.0,3.0,Stocky,Forward,180,81
25,Japan,70,73,KV Oostende,2100000.0,7000.0,Right,1.0,3.0,3.0,Lean,Forward,170,63
26,Republic of Ireland,65,66,Perth Glory,825000.0,2000.0,Right,1.0,3.0,2.0,Normal,Middle,175,70
23,Japan,67,71,FC Tokyo,1300000.0,3000.0,Right,1.0,3.0,2.0,Normal,Middle,171,67
24,Germany,75,80,TSG Hoffenheim,8500000.0,27000.0,Right,1.0,3.0,3.0,Lean,Middle,173,67
25,Venezuela,73,76,Real Salt Lake,4000000.0,7000.0,Right,1.0,4.0,4.0,Lean,Middle,169,66
34,England,71,71,Birmingham City,900000.0,24000.0,Right,2.0,3.0,2.0,Stocky,Forward,183,90
23,Romania,67,74,FCSB (Steaua),1900000.0,5000.0,Right,1.0,2.0,2.0,Normal,Middle,186,77
28,Chile,68,68,Deportivo Ñublense,1000000.0,4000.0,Right,1.0,3.0,2.0,Stocky,Back,175,75
27,Brazil,64,64,Petrolul Ploiești,625000.0,2000.0,Right,1.0,3.0,3.0,Lean,Middle,174,68
29,Germany,71,71,SV Sandhausen,1600000.0,6000.0,Right,1.0,3.0,3.0,Lean,Middle,181,72
31,Scotland,70,70,West Bromwich Albion,1300000.0,20000.0,Right,1.0,4.0,4.0,Stocky,Middle,183,75
28,Italy,72,72,Venezia FC,2100000.0,4000.0,Right,1.0,3.0,3.0,Normal,Back,177,74
23,Italy,69,75,US Cremonese,2100000.0,5000.0,Left,1.0,3.0,2.0,Normal,Back,180,78
28,Chile,75,75,Club León,5500000.0,24000.0,Right,1.0,3.0,3.0,Normal,Middle,163,65
24,England,75,79,AFC Bournemouth,8000000.0,40000.0,Right,1.0,3.0,3.0,Lean,Forward,187,80
19,Italy,70,85,RSC Anderlecht,3800000.0,16000.0,Right,1.0,3.0,3.0,Lean,Forward,186,75
30,Ukraine,73,73,Dynamo Kyiv,2900000.0,850.0,Right,1.0,4.0,3.0,Normal,Back,175,71
35,Morocco,66,66,Stade Lavallois Mayenne FC,210000.0,2000.0,Left,1.0,4.0,3.0,Lean,Middle,181,78
27,China PR,68,69,Guangzhou FC,1400000.0,5000.0,Right,1.0,3.0,3.0,Lean,Forward,178,65
32,Italy,67,67,SPAL,800000.0,2000.0,Left,1.0,3.0,3.0,Normal,Middle,183,80
27,Australia,67,68,Western United FC,1100000.0,1000.0,Left,1.0,3.0,2.0,Normal,Back,174,73
23,Argentina,69,78,Unión de Santa Fe,3100000.0,7000.0,Right,1.0,3.0,3.0,Normal,Forward,173,71
30,Ecuador,70,70,9 de Octubre,1500000.0,500.0,Left,1.0,4.0,4.0,Lean,Middle,165,64
25,Germany,71,74,SpVgg Greuther Fürth,2200000.0,7000.0,Right,1.0,2.0,2.0,Normal,Middle,185,82
30,Egypt,67,67,Ipswich Town,975000.0,5000.0,Right,1.0,3.0,2.0,Stocky,Middle,173,75
27,Germany,68,68,Eintracht Braunschweig,1300000.0,7000.0,Right,1.0,3.0,3.0,Lean,Middle,172,73
23,Denmark,68,73,ESTAC Troyes,1700000.0,6000.0,Right,1.0,3.0,2.0,Normal,Back,184,79
26,Canada,66,66,LA Galaxy,850000.0,2000.0,Left,1.0,2.0,3.0,Lean,Back,173,68
27,Bolivia,67,68,Club Deportivo Guabirá,1200000.0,500.0,Right,1.0,3.0,3.0,Lean,Middle,175,72
29,England,65,65,Doncaster Rovers,600000.0,3000.0,Left,1.0,4.0,3.0,Normal,Middle,188,84
20,France,70,80,AC Ajaccio,3500000.0,8000.0,Right,1.0,3.0,2.0,Lean,Middle,176,68
22,Bolivia,64,73,Club Deportivo Oriente Petrolero,1300000.0,500.0,Right,1.0,3.0,3.0,Normal,Middle,169,71
30,Ghana,66,66,Heracles Almelo,400000.0,4000.0,Right,1.0,4.0,2.0,Normal,Middle,172,66
23,Turkey,75,81,Galatasaray SK,9000000.0,46000.0,Right,1.0,2.0,4.0,Lean,Middle,173,71
25,Brazil,74,78,Levante Unión Deportiva,6000000.0,61000.0,Right,1.0,3.0,3.0,Stocky,Forward,191,93
27,Albania,75,75,Granada CF,6000000.0,12000.0,Right,1.0,3.0,4.0,Stocky,Middle,178,64
22,Argentina,69,77,Godoy Cruz,3100000.0,5000.0,Right,1.0,3.0,3.0,Lean,Middle,184,75
19,France,74,84,Montpellier Hérault SC,9000000.0,14000.0,Right,1.0,4.0,4.0,Normal,Forward,184,74
24,Netherlands,69,74,FC Utrecht,1900000.0,6000.0,Right,1.0,3.0,2.0,Normal,Middle,183,76
25,Venezuela,73,74,Mazatlán Futbol Club,3600000.0,11000.0,Right,1.0,4.0,3.0,Normal,Middle,176,72
23,Germany,68,76,1. FC Heidenheim 1846,2700000.0,9000.0,Left,1.0,3.0,3.0,Lean,Middle,176,66
24,Ukraine,70,75,Dynamo Kyiv,2200000.0,500.0,Left,1.0,3.0,3.0,Lean,Back,173,62
33,Korea Republic,70,70,Ulsan Hyundai FC,1000000.0,7000.0,Right,2.0,4.0,4.0,Lean,Middle,180,70
23,Mexico,72,79,Tigres U.A.N.L.,4400000.0,24000.0,Left,1.0,3.0,2.0,Normal,Back,179,81
29,Greece,72,72,Panathinaikos FC,2100000.0,650.0,Right,1.0,4.0,2.0,Normal,Back,183,77
