Age,Overall,Potential,Value,Wage,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Body Type,Position,Height,Weight
21,72,81,5000000.0,12000.0,Left,1.0,2.0,2.0,Lean,Middle,183,75
23,67,76,2300000.0,8000.0,Right,1.0,3.0,3.0,Lean,Middle,183,79
21,73,82,6500000.0,15000.0,Right,1.0,3.0,3.0,Lean,Reserve,178,69
19,68,81,2900000.0,5000.0,Right,1.0,3.0,3.0,Normal,Middle,183,79
24,71,76,2800000.0,12000.0,Right,1.0,3.0,4.0,Lean,Middle,188,74
30,75,75,5500000.0,1000.0,Right,1.0,5.0,3.0,Normal,Forward,180,76
32,77,77,7000000.0,25000.0,Right,1.0,3.0,2.0,Normal,Back,183,81
22,70,76,2500000.0,7000.0,Right,1.0,3.0,3.0,Stocky,Reserve,169,68
39,76,76,2600000.0,16000.0,Right,2.0,4.0,4.0,Normal,Reserve,180,79
35,74,74,1800000.0,10000.0,Right,1.0,3.0,3.0,Normal,Forward,180,76
37,73,73,550000.0,8000.0,Right,1.0,3.0,2.0,Normal,Reserve,184,82
24,74,79,6500000.0,39000.0,Right,1.0,4.0,3.0,Lean,Reserve,185,70
21,70,80,3400000.0,20000.0,Right,1.0,3.0,2.0,Normal,Middle,170,70
25,73,75,3800000.0,8000.0,Left,1.0,3.0,3.0,Lean,Reserve,186,81
26,66,67,925000.0,5000.0,Right,1.0,4.0,3.0,Stocky,Middle,173,69
23,72,80,4900000.0,20000.0,Right,1.0,3.0,2.0,Stocky,Back,183,79
19,73,83,6500000.0,6000.0,Right,1.0,5.0,3.0,Normal,Back,179,68
26,77,78,12500000.0,20000.0,Right,1.0,3.0,4.0,Lean,Back,179,71
34,77,77,2100000.0,45000.0,Right,3.0,3.0,3.0,Normal,Reserve,186,80
22,73,78,4700000.0,900.0,Right,1.0,4.0,4.0,Lean,Middle,175,72
31,72,72,1700000.0,900.0,Right,1.0,2.0,3.0,Lean,Back,170,60
37,73,73,1000000.0,9000.0,Right,3.0,4.0,3.0,Normal,Forward,180,74
32,72,72,1900000.0,3000.0,Left,1.0,4.0,4.0,Normal,Forward,176,73
26,69,70,1500000.0,6000.0,Left,1.0,3.0,3.0,Normal,Back,173,73
37,72,72,800000.0,6000.0,Left,3.0,3.0,3.0,Normal,Forward,183,88
28,75,75,5000000.0,38000.0,Right,2.0,3.0,3.0,Normal,Reserve,182,70
30,73,73,2900000.0,41000.0,Right,1.0,3.0,3.0,Normal,Middle,170,65
32,72,72,1900000.0,850.0,Right,1.0,4.0,4.0,Normal,Middle,172,70
27,72,72,2300000.0,13000.0,Left,1.0,3.0,3.0,Lean,Back,184,76
23,73,81,7000000.0,6000.0,Left,1.0,3.0,4.0,Lean,Middle,170,68
36,69,69,300000.0,6000.0,Right,1.0,2.0,2.0,Stocky,Reserve,178,82
24,74,77,5500000.0,35000.0,Left,1.0,3.0,3.0,Normal,Back,183,70
30,75,75,5500000.0,10000.0,Right,1.0,4.0,3.0,Normal,Forward,178,69
27,66,66,900000.0,4000.0,Right,1.0,3.0,3.0,Normal,Reserve,172,75
31,68,68,850000.0,3000.0,Right,1.0,3.0,3.0,Normal,Middle,178,72
30,78,78,11500000.0,58000.0,Right,2.0,4.0,2.0,Normal,Back,184,75
22,74,82,9500000.0,7000.0,Right,1.0,3.0,3.0,Lean,Reserve,169,56
26,75,76,6000000.0,15000.0,Right,1.0,3.0,2.0,Normal,Back,181,73
31,72,72,2000000.0,10000.0,Right,1.0,5.0,3.0,Stocky,Forward,179,80
35,68,68,475000.0,3000.0,Left,1.0,3.0,3.0,Stocky,Middle,185,83
35,73,73,925000.0,9000.0,Right,2.0,2.0,2.0,Normal,Reserve,179,76
19,75,85,11500000.0,22000.0,Right,1.0,4.0,2.0,Normal,Reserve,181,71
21,67,77,2300000.0,500.0,Right,1.0,3.0,3.0,Normal,Reserve,181,72
22,69,79,3000000.0,12000.0,Right,1.0,3.0,3.0,Lean,Reserve,177,75
27,67,67,1100000.0,500.0,Left,1.0,3.0,4.0,Normal,Reserve,170,66
27,72,72,2300000.0,9000.0,Right,1.0,4.0,2.0,Normal,Back,178,72
24,69,75,2200000.0,18000.0,Right,1.0,4.0,3.0,Normal,Reserve,175,67
19,71,82,4000000.0,25000.0,Right,1.0,3.0,2.0,Lean,Reserve,184,70
31,70,70,1200000.0,10000.0,Right,1.0,4.0,2.0,Normal,Back,185,79
20,70,79,3500000.0,9000.0,Right,1.0,3.0,2.0,Normal,Middle,180,70
26,66,69,1100000.0,2000.0,Right,1.0,2.0,3.0,Normal,Middle,178,78
27,70,70,1500000.0,5000.0,Left,1.0,2.0,3.0,Normal,Back,185,74
21,73,81,7000000.0,18000.0,Right,1.0,4.0,4.0,Lean,Reserve,168,56
32,69,69,925000.0,500.0,Right,1.0,4.0,3.0,Normal,Reserve,180,73
25,70,74,2100000.0,4000.0,Left,1.0,2.0,2.0,Normal,Reserve,179,65
23,71,78,3600000.0,6000.0,Right,1.0,4.0,3.0,Normal,Reserve,176,72
30,69,69,1300000.0,24000.0,Left,1.0,3.0,4.0,Normal,Reserve,172,69
25,78,83,19000000.0,48000.0,Right,1.0,4.0,3.0,Lean,Back,174,64
26,72,72,2600000.0,11000.0,Right,1.0,3.0,3.0,Lean,Middle,172,69
24,77,83,17000000.0,47000.0,Right,1.0,4.0,3.0,Stocky,Reserve,186,89
32,74,74,3400000.0,13000.0,Left,1.0,3.0,3.0,Normal,Forward,186,80
23,69,75,2200000.0,4000.0,Right,1.0,3.0,2.0,Normal,Middle,170,64
23,72,77,3300000.0,11000.0,Right,1.0,3.0,3.0,Normal,Back,171,69
22,70,76,2500000.0,9000.0,Right,1.0,4.0,3.0,Stocky,Reserve,170,65
21,68,81,3000000.0,4000.0,Right,1.0,3.0,3.0,Lean,Reserve,177,68
30,67,67,1000000.0,4000.0,Right,1.0,3.0,3.0,Stocky,Reserve,170,69
22,76,85,17000000.0,900.0,Right,1.0,4.0,4.0,Normal,Reserve,170,67
36,77,77,3600000.0,25000.0,Left,3.0,2.0,3.0,Stocky,Forward,186,86
25,74,77,5000000.0,24000.0,Right,1.0,3.0,4.0,Lean,Reserve,185,74
21,75,81,9000000.0,31000.0,Right,1.0,3.0,4.0,Normal,Reserve,177,77
25,76,80,9500000.0,25000.0,Left,1.0,3.0,2.0,Normal,Reserve,188,77
27,69,69,1500000.0,2000.0,Right,1.0,3.0,2.0,Normal,Reserve,185,84
33,71,71,975000.0,3000.0,Left,2.0,3.0,3.0,Lean,Reserve,184,79
22,67,74,2100000.0,3000.0,Right,1.0,3.0,2.0,Normal,Middle,168,63
26,74,76,4800000.0,41000.0,Right,1.0,2.0,2.0,Normal,Back,180,71
30,76,76,7000000.0,50000.0,Right,2.0,4.0,4.0,Normal,Back,184,73
30,69,69,1300000.0,16000.0,Left,1.0,2.0,3.0,Stocky,Middle,172,73
28,72,72,2100000.0,21000.0,Left,1.0,3.0,2.0,Normal,Reserve,173,75
28,76,76,7500000.0,20000.0,Right,1.0,4.0,4.0,Lean,Back,171,75
22,71,79,3900000.0,13000.0,Right,1.0,3.0,2.0,Normal,Reserve,191,83
27,86,87,68500000.0,105000.0,Right,3.0,3.0,2.0,Stocky,Back,188,80
22,74,83,9500000.0,17000.0,Left,1.0,3.0,4.0,Lean,Reserve,168,58
31,73,73,2500000.0,22000.0,Right,2.0,3.0,3.0,Lean,Reserve,179,71
22,70,77,3100000.0,500.0,Right,1.0,2.0,2.0,Normal,Middle,173,64
33,65,65,700000.0,2000.0,Right,1.0,4.0,3.0,Normal,Reserve,178,72
27,75,76,6000000.0,71000.0,Right,2.0,3.0,3.0,Normal,Reserve,189,85
20,68,80,2900000.0,4000.0,Right,1.0,3.0,2.0,Normal,Middle,180,72
27,70,71,1800000.0,15000.0,Left,1.0,3.0,3.0,Lean,Reserve,179,68
34,72,72,750000.0,10000.0,Right,2.0,3.0,3.0,Normal,Reserve,187,82
37,76,76,2400000.0,10000.0,Right,3.0,4.0,5.0,Normal,Reserve,175,68
30,70,70,1400000.0,12000.0,Left,1.0,3.0,2.0,Normal,Reserve,186,85
29,72,72,2000000.0,3000.0,Left,1.0,3.0,3.0,Normal,Middle,184,80
26,65,66,825000.0,3000.0,Left,1.0,4.0,3.0,Normal,Reserve,173,62
28,77,77,11000000.0,100000.0,Right,2.0,5.0,4.0,Normal,Reserve,185,78
28,72,72,2400000.0,38000.0,Right,1.0,3.0,4.0,Normal,Reserve,175,73
25,67,72,1400000.0,4000.0,Right,1.0,3.0,2.0,Normal,Reserve,181,78
26,76,79,9000000.0,15000.0,Right,1.0,3.0,3.0,Normal,Back,181,70
32,74,74,3200000.0,20000.0,Right,3.0,3.0,2.0,Normal,Reserve,174,72
20,71,79,4099999.9999999995,43000.0,Right,1.0,3.0,2.0,Lean,Reserve,168,60
22,76,86,17000000.0,1000.0,Left,1.0,3.0,4.0,Normal,Back,175,72
26,73,74,3600000.0,1000.0,Right,1.0,4.0,4.0,Normal,Reserve,176,70
27,72,72,2300000.0,9000.0,Left,1.0,2.0,2.0,Normal,Back,175,67
29,68,68,1200000.0,5000.0,Right,1.0,2.0,3.0,Normal,Reserve,170,64
26,67,70,1300000.0,2000.0,Left,1.0,3.0,3.0,Normal,Middle,183,73
26,70,71,1700000.0,8000.0,Right,1.0,3.0,3.0,Normal,Back,175,72
26,78,80,15500000.0,57000.0,Left,2.0,3.0,2.0,Normal,Back,190,85
31,76,76,6500000.0,38000.0,Right,2.0,3.0,3.0,Normal,Reserve,182,73
36,78,78,1200000.0,60000.0,Right,2.0,3.0,3.0,Normal,Forward,183,78
28,74,74,3800000.0,15000.0,Right,1.0,4.0,3.0,Normal,Reserve,172,68
28,71,71,1900000.0,6000.0,Right,1.0,3.0,3.0,Normal,Middle,172,69
25,69,74,2000000.0,8000.0,Left,1.0,4.0,2.0,Normal,Middle,178,69
29,66,66,750000.0,5000.0,Right,1.0,3.0,3.0,Lean,Reserve,178,74
25,68,71,1600000.0,6000.0,Left,1.0,2.0,3.0,Normal,Reserve,181,78
28,69,69,1300000.0,4000.0,Right,1.0,2.0,2.0,Normal,Back,172,75
21,69,79,3000000.0,2000.0,Right,1.0,3.0,2.0,Lean,Middle,183,74
23,68,75,2400000.0,6000.0,Right,1.0,4.0,4.0,Normal,Middle,174,67
33,79,79,8500000.0,60000.0,Right,4.0,4.0,2.0,Stocky,Reserve,190,94
30,76,76,7500000.0,1000.0,Right,1.0,4.0,3.0,Normal,Forward,183,82
26,71,71,2000000.0,11000.0,Right,1.0,3.0,3.0,Lean,Reserve,185,71
30,72,72,2300000.0,10000.0,Right,1.0,2.0,3.0,Stocky,Back,168,62
38,74,74,750000.0,16000.0,Right,2.0,3.0,3.0,Lean,Reserve,180,72
28,72,72,700000.0,2000.0,Right,1.0,3.0,2.0,Lean,Reserve,171,64
26,72,75,2800000.0,13000.0,Right,1.0,3.0,3.0,Lean,Middle,187,83
24,75,78,7000000.0,33000.0,Left,1.0,2.0,3.0,Lean,Back,170,66
27,73,74,3500000.0,23000.0,Left,1.0,3.0,3.0,Normal,Middle,177,72
31,73,73,2600000.0,26000.0,Left,1.0,3.0,3.0,Normal,Reserve,177,78
19,69,86,3600000.0,500.0,Right,1.0,4.0,3.0,Normal,Reserve,172,68
23,68,75,2400000.0,6000.0,Right,1.0,4.0,4.0,Normal,Middle,175,73
32,74,74,3300000.0,27000.0,Right,2.0,4.0,4.0,Lean,Middle,172,66
23,71,78,3700000.0,31000.0,Right,1.0,3.0,3.0,Lean,Reserve,180,75
25,75,78,6500000.0,31000.0,Right,1.0,3.0,3.0,Normal,Back,184,75
22,73,73,3600000.0,14000.0,Left,1.0,3.0,2.0,Normal,Middle,179,77
31,71,71,1600000.0,12000.0,Right,1.0,4.0,3.0,Normal,Middle,168,62
32,68,68,825000.0,3000.0,Left,2.0,2.0,3.0,Lean,Reserve,180,73
23,70,75,2400000.0,8000.0,Left,1.0,3.0,3.0,Normal,Reserve,179,71
34,73,73,1000000.0,23000.0,Right,3.0,4.0,3.0,Stocky,Back,171,76
37,70,70,500000.0,4000.0,Right,1.0,3.0,2.0,Lean,Middle,179,75
36,71,71,130000.0,25000.0,Left,2.0,3.0,3.0,Lean,Middle,177,75
27,68,68,1300000.0,6000.0,Left,1.0,3.0,2.0,Normal,Middle,182,75
25,76,79,9000000.0,54000.0,Right,3.0,5.0,2.0,Lean,Reserve,186,76
31,74,74,3000000.0,8000.0,Right,1.0,3.0,2.0,Lean,Middle,180,75
31,71,71,1600000.0,850.0,Right,1.0,4.0,3.0,Normal,Reserve,177,72
31,79,79,12000000.0,59000.0,Right,2.0,4.0,2.0,Lean,Back,186,81
28,75,75,6000000.0,26000.0,Right,1.0,3.0,3.0,Lean,Forward,188,79
28,75,75,5500000.0,1000.0,Right,1.0,3.0,3.0,Normal,Forward,179,65
22,71,78,3800000.0,800.0,Right,1.0,2.0,4.0,Normal,Reserve,183,78
29,71,71,1600000.0,14000.0,Left,1.0,2.0,2.0,Normal,Back,183,80
31,77,77,9000000.0,25000.0,Right,4.0,4.0,4.0,Normal,Forward,190,94
30,75,75,5500000.0,9000.0,Right,1.0,4.0,2.0,Lean,Forward,182,75
27,69,69,1500000.0,11000.0,Left,1.0,3.0,3.0,Normal,Middle,174,70
27,77,79,11000000.0,25000.0,Right,2.0,3.0,2.0,Normal,Back,182,81
21,69,81,3200000.0,3000.0,Left,1.0,3.0,3.0,Lean,Middle,175,71
26,75,78,7500000.0,42000.0,Left,1.0,3.0,3.0,Lean,Reserve,181,74
29,76,76,7500000.0,19000.0,Right,1.0,4.0,3.0,Normal,Forward,183,87
29,72,72,2000000.0,6000.0,Right,1.0,3.0,2.0,Normal,Middle,170,69
25,78,83,18500000.0,44000.0,Left,2.0,3.0,3.0,Normal,Reserve,183,78
36,70,70,350000.0,2000.0,Right,1.0,3.0,3.0,Normal,Back,180,78
32,69,69,925000.0,4000.0,Right,2.0,3.0,3.0,Normal,Reserve,187,82
21,73,83,7000000.0,11000.0,Right,1.0,3.0,4.0,Normal,Reserve,173,68
24,77,81,15500000.0,39000.0,Right,2.0,4.0,3.0,Normal,Reserve,187,84
25,74,79,6500000.0,24000.0,Right,2.0,4.0,3.0,Normal,Forward,182,74
22,75,83,12500000.0,28000.0,Right,1.0,3.0,3.0,Normal,Forward,174,78
22,70,77,3000000.0,5000.0,Right,1.0,3.0,3.0,Lean,Middle,178,68
24,74,77,5000000.0,36000.0,Right,2.0,3.0,3.0,Lean,Reserve,183,75
23,69,75,2200000.0,2000.0,Right,1.0,3.0,3.0,Normal,Middle,178,76
24,74,78,6000000.0,37000.0,Right,1.0,3.0,3.0,Lean,Back,177,65
28,77,77,11000000.0,28000.0,Right,2.0,4.0,4.0,Lean,Middle,175,67
32,78,78,700000.0,2000.0,Right,2.0,3.0,3.0,Normal,Reserve,196,91
24,77,81,15000000.0,22000.0,Right,1.0,3.0,3.0,Normal,Middle,182,71
22,68,77,2700000.0,6000.0,Right,1.0,4.0,3.0,Lean,Reserve,170,69
30,71,71,1800000.0,7000.0,Left,1.0,3.0,3.0,Normal,Back,182,74
28,75,75,5500000.0,1000.0,Right,1.0,4.0,3.0,Lean,Middle,166,60
21,70,80,3400000.0,15000.0,Left,1.0,4.0,3.0,Lean,Reserve,183,73
33,73,73,950000.0,1000.0,Right,2.0,3.0,3.0,Lean,Reserve,172,72
41,73,73,700000.0,7000.0,Right,2.0,3.0,3.0,Normal,Forward,169,68
26,75,78,7500000.0,41000.0,Right,1.0,4.0,4.0,Normal,Forward,181,73
30,76,76,6000000.0,25000.0,Right,1.0,3.0,2.0,Stocky,Back,184,82
30,75,75,5500000.0,20000.0,Right,1.0,3.0,4.0,Stocky,Reserve,188,86
23,69,74,2100000.0,4000.0,Left,1.0,3.0,3.0,Lean,Middle,177,68
24,76,80,11000000.0,49000.0,Right,2.0,3.0,4.0,Lean,Middle,170,66
36,75,84,700000.0,2000.0,Right,2.0,4.0,5.0,Normal,Reserve,187,80
26,72,74,700000.0,2000.0,Right,1.0,3.0,3.0,Normal,Reserve,185,84
22,65,73,1500000.0,500.0,Left,1.0,3.0,2.0,Normal,Back,173,77
29,68,68,1000000.0,6000.0,Right,1.0,3.0,2.0,Normal,Middle,185,77
21,68,77,2700000.0,4000.0,Right,1.0,3.0,3.0,Lean,Middle,178,65
28,74,75,4099999.9999999995,37000.0,Right,1.0,3.0,3.0,Normal,Reserve,178,67
32,71,74,700000.0,2000.0,Left,2.0,3.0,2.0,Normal,Back,179,69
23,68,73,1800000.0,15000.0,Left,1.0,3.0,2.0,Lean,Reserve,174,70
29,69,69,1200000.0,6000.0,Left,1.0,3.0,2.0,Lean,Reserve,178,75
25,69,72,1800000.0,3000.0,Right,1.0,3.0,2.0,Lean,Middle,182,78
35,76,76,3200000.0,22000.0,Right,2.0,3.0,4.0,Normal,Forward,184,80
26,79,81,700000.0,2000.0,Right,1.0,3.0,3.0,Lean,Middle,178,74
28,73,73,3100000.0,16000.0,Right,2.0,3.0,4.0,Lean,Middle,175,65
21,75,80,8000000.0,41000.0,Left,1.0,2.0,2.0,Lean,Reserve,177,68
25,69,74,1900000.0,8000.0,Right,1.0,4.0,3.0,Lean,Back,181,75
25,67,70,1200000.0,4000.0,Left,1.0,4.0,3.0,Normal,Reserve,174,69
19,73,82,6500000.0,20000.0,Right,1.0,4.0,4.0,Normal,Reserve,185,73
35,83,83,1300000.0,100000.0,Right,3.0,3.0,2.0,Normal,Reserve,178,80
21,72,81,5000000.0,3000.0,Right,1.0,2.0,2.0,Normal,Reserve,178,70
29,72,72,2300000.0,20000.0,Right,1.0,3.0,3.0,Lean,Reserve,188,85
27,76,77,9000000.0,56000.0,Right,2.0,4.0,4.0,Lean,Reserve,189,88
36,68,68,160000.0,3000.0,Right,2.0,3.0,3.0,Normal,Back,178,82
29,77,77,9000000.0,50000.0,Right,3.0,3.0,3.0,Normal,Reserve,180,73
31,68,68,1000000.0,7000.0,Left,1.0,3.0,3.0,Normal,Middle,181,79
28,68,68,1200000.0,18000.0,Right,1.0,3.0,4.0,Normal,Reserve,177,79
22,70,78,3600000.0,12000.0,Right,1.0,3.0,3.0,Lean,Back,182,75
31,67,67,850000.0,500.0,Right,1.0,3.0,2.0,Normal,Reserve,169,69
24,68,73,1800000.0,5000.0,Right,1.0,4.0,3.0,Lean,Middle,185,70
25,72,73,2800000.0,700.0,Right,1.0,4.0,4.0,Lean,Middle,176,63
28,75,75,6000000.0,29000.0,Left,2.0,3.0,4.0,Normal,Forward,193,91
28,73,75,3100000.0,10000.0,Right,1.0,2.0,2.0,Normal,Back,183,80
26,75,78,6500000.0,12000.0,Right,1.0,2.0,2.0,Stocky,Middle,179,77
23,72,79,4500000.0,10000.0,Left,1.0,3.0,4.0,Lean,Back,175,68
22,77,87,23500000.0,62000.0,Left,1.0,3.0,3.0,Lean,Reserve,176,61
32,72,72,1700000.0,20000.0,Right,1.0,3.0,3.0,Normal,Reserve,177,71
34,77,77,4700000.0,8000.0,Right,3.0,4.0,3.0,Normal,Forward,186,79
27,75,76,6000000.0,23000.0,Right,1.0,3.0,2.0,Lean,Middle,190,77
29,76,76,6500000.0,22000.0,Right,2.0,3.0,3.0,Normal,Back,173,67
24,71,77,2900000.0,13000.0,Left,1.0,3.0,3.0,Lean,Reserve,177,67
27,69,70,1600000.0,5000.0,Right,1.0,3.0,3.0,Normal,Reserve,176,70
23,72,78,3700000.0,13000.0,Left,1.0,3.0,3.0,Normal,Reserve,178,70
26,78,79,16500000.0,82000.0,Right,1.0,4.0,4.0,Normal,Reserve,165,58
22,67,75,2300000.0,21000.0,Right,1.0,3.0,2.0,Normal,Reserve,171,65
34,74,74,2000000.0,30000.0,Right,2.0,3.0,3.0,Normal,Reserve,165,63
30,72,72,2000000.0,9000.0,Right,2.0,3.0,3.0,Lean,Back,182,70
30,69,69,1100000.0,4000.0,Right,1.0,2.0,2.0,Stocky,Back,180,75
29,68,68,1100000.0,5000.0,Right,1.0,3.0,3.0,Stocky,Reserve,170,72
32,75,75,4600000.0,43000.0,Right,1.0,3.0,3.0,Normal,Forward,180,80
27,78,81,16000000.0,105000.0,Left,2.0,4.0,2.0,Stocky,Reserve,186,81
25,66,70,1200000.0,500.0,Right,1.0,3.0,2.0,Normal,Reserve,175,73
35,67,67,180000.0,3000.0,Right,1.0,3.0,3.0,Lean,Middle,173,61
25,69,73,1800000.0,14000.0,Right,1.0,3.0,2.0,Lean,Middle,180,64
23,74,79,6500000.0,15000.0,Right,1.0,3.0,4.0,Normal,Back,177,79
27,70,70,1700000.0,6000.0,Right,1.0,4.0,3.0,Lean,Reserve,180,80
25,66,69,1000000.0,4000.0,Left,1.0,2.0,3.0,Normal,Back,178,65
26,77,80,12000000.0,48000.0,Right,2.0,3.0,2.0,Normal,Reserve,192,90
27,75,76,6000000.0,23000.0,Right,1.0,3.0,3.0,Lean,Back,180,75
25,69,73,1900000.0,23000.0,Right,1.0,3.0,3.0,Normal,Reserve,185,70
31,76,76,700000.0,2000.0,Right,2.0,4.0,2.0,Normal,Back,186,84
27,74,75,4400000.0,24000.0,Right,1.0,3.0,3.0,Normal,Back,173,72
24,76,80,11000000.0,37000.0,Right,2.0,5.0,4.0,Stocky,Middle,158,55
21,71,80,4200000.0,23000.0,Left,1.0,3.0,3.0,Normal,Middle,187,77
30,75,75,5500000.0,33000.0,Right,2.0,4.0,4.0,Normal,Reserve,183,78
24,72,79,4700000.0,11000.0,Right,1.0,3.0,3.0,Normal,Reserve,180,75
23,66,70,1200000.0,4000.0,Right,1.0,4.0,2.0,Lean,Reserve,170,65
22,67,72,1600000.0,3000.0,Left,1.0,3.0,3.0,Normal,Reserve,172,68
25,73,74,3600000.0,8000.0,Right,1.0,3.0,3.0,Lean,Middle,185,68
25,79,83,24500000.0,39000.0,Right,1.0,3.0,3.0,Lean,Reserve,180,75
29,70,70,1600000.0,35000.0,Right,2.0,3.0,3.0,Normal,Reserve,180,78
23,71,80,4200000.0,7000.0,Right,1.0,3.0,3.0,Lean,Middle,170,65
25,70,73,2100000.0,9000.0,Left,1.0,3.0,3.0,Lean,Reserve,182,72
33,82,82,10500000.0,29000.0,Right,4.0,3.0,2.0,Normal,Back,190,85
32,75,75,3700000.0,23000.0,Right,2.0,3.0,2.0,Normal,Middle,181,79
20,70,80,3500000.0,7000.0,Right,1.0,3.0,3.0,Lean,Reserve,178,70
28,67,67,900000.0,4000.0,Left,1.0,3.0,3.0,Lean,Middle,188,70
25,71,75,2400000.0,5000.0,Left,1.0,4.0,2.0,Stocky,Back,168,70
29,69,69,1200000.0,500.0,Right,1.0,2.0,2.0,Normal,Back,183,81
22,69,75,2200000.0,10000.0,Right,1.0,3.0,3.0,Normal,Reserve,183,80
23,73,79,4400000.0,11000.0,Right,1.0,3.0,2.0,Normal,Reserve,190,85
27,69,69,1300000.0,500.0,Right,1.0,2.0,2.0,Normal,Back,180,75
27,75,77,6000000.0,21000.0,Right,2.0,3.0,2.0,Normal,Reserve,190,88
19,72,79,4600000.0,4000.0,Right,1.0,3.0,4.0,Lean,Middle,181,72
26,72,75,2800000.0,36000.0,Left,1.0,2.0,3.0,Lean,Back,183,71
33,67,67,525000.0,4000.0,Left,1.0,4.0,2.0,Normal,Back,177,71
27,70,71,1900000.0,850.0,Right,1.0,3.0,4.0,Lean,Reserve,175,71
22,70,80,3400000.0,8000.0,Right,1.0,4.0,3.0,Normal,Back,169,68
23,69,75,2200000.0,7000.0,Left,1.0,4.0,4.0,Normal,Reserve,176,65
24,69,73,1800000.0,4000.0,Right,1.0,3.0,3.0,Lean,Middle,190,82
23,77,83,17000000.0,68000.0,Right,1.0,3.0,3.0,Lean,Reserve,183,71
28,70,70,1600000.0,17000.0,Right,1.0,4.0,3.0,Normal,Forward,187,82
35,67,67,425000.0,2000.0,Right,2.0,4.0,3.0,Normal,Reserve,175,67
28,75,76,5500000.0,60000.0,Left,1.0,2.0,3.0,Normal,Reserve,178,71
36,68,68,220000.0,3000.0,Left,1.0,3.0,2.0,Normal,Back,183,80
26,73,74,700000.0,2000.0,Right,1.0,3.0,3.0,Normal,Reserve,181,78
29,72,72,2100000.0,19000.0,Right,1.0,3.0,2.0,Normal,Back,180,76
25,73,76,3700000.0,14000.0,Right,1.0,3.0,3.0,Normal,Reserve,182,71
27,70,70,1500000.0,41000.0,Left,1.0,4.0,3.0,Lean,Reserve,180,72
21,72,82,5000000.0,43000.0,Right,1.0,3.0,3.0,Lean,Reserve,170,66
22,72,82,5000000.0,44000.0,Left,1.0,4.0,2.0,Lean,Middle,181,72
27,75,76,6500000.0,54000.0,Right,1.0,4.0,3.0,Lean,Reserve,190,76
30,72,72,2300000.0,950.0,Right,1.0,3.0,3.0,Normal,Reserve,171,65
27,69,72,1600000.0,4000.0,Right,1.0,3.0,3.0,Normal,Reserve,180,77
30,71,71,1800000.0,5000.0,Left,1.0,1.0,4.0,Stocky,Back,174,75
32,70,70,1100000.0,18000.0,Left,1.0,2.0,2.0,Normal,Reserve,183,75
25,74,74,4700000.0,24000.0,Left,1.0,3.0,3.0,Normal,Back,180,74
26,73,75,3400000.0,7000.0,Right,1.0,2.0,3.0,Normal,Reserve,181,70
28,69,69,1400000.0,5000.0,Left,1.0,3.0,3.0,Normal,Middle,172,75
27,72,72,2500000.0,750.0,Right,1.0,2.0,4.0,Lean,Middle,185,85
32,67,67,800000.0,3000.0,Right,1.0,3.0,3.0,Normal,Reserve,177,73
34,73,73,1400000.0,9000.0,Right,1.0,3.0,3.0,Normal,Middle,180,78
27,79,81,18500000.0,40000.0,Right,1.0,3.0,2.0,Normal,Back,182,78
21,68,77,2700000.0,5000.0,Right,1.0,3.0,3.0,Normal,Middle,170,60
21,72,82,5500000.0,6000.0,Right,1.0,3.0,3.0,Lean,Reserve,180,72
23,67,75,2300000.0,3000.0,Right,1.0,3.0,3.0,Normal,Reserve,171,66
28,72,72,2300000.0,18000.0,Left,1.0,3.0,3.0,Normal,Middle,175,74
26,71,74,2400000.0,6000.0,Right,1.0,2.0,3.0,Normal,Reserve,178,76
22,68,73,1900000.0,14000.0,Right,1.0,4.0,3.0,Normal,Reserve,185,79
22,66,73,1700000.0,500.0,Right,1.0,3.0,2.0,Normal,Middle,176,67
32,68,68,650000.0,5000.0,Right,1.0,3.0,3.0,Normal,Reserve,180,72
28,72,72,2400000.0,9000.0,Right,1.0,4.0,4.0,Lean,Reserve,179,72
27,75,75,6000000.0,43000.0,Right,1.0,4.0,3.0,Lean,Reserve,172,75
21,77,84,20000000.0,49000.0,Right,1.0,3.0,2.0,Normal,Reserve,175,70
36,66,66,70000.0,4000.0,Right,2.0,3.0,2.0,Normal,Reserve,178,70
24,70,75,2400000.0,15000.0,Right,1.0,3.0,3.0,Lean,Reserve,184,72
28,68,68,1100000.0,500.0,Left,1.0,3.0,2.0,Normal,Back,170,76
39,77,77,3600000.0,22000.0,Right,4.0,5.0,5.0,Normal,Forward,170,72
34,73,73,1000000.0,7000.0,Left,2.0,3.0,2.0,Normal,Back,192,86
24,73,79,4400000.0,35000.0,Right,1.0,3.0,2.0,Normal,Reserve,190,77
26,74,75,4400000.0,14000.0,Right,1.0,2.0,3.0,Lean,Reserve,183,72
29,78,78,12000000.0,72000.0,Left,2.0,2.0,3.0,Normal,Reserve,196,77
28,66,66,850000.0,500.0,Right,1.0,3.0,3.0,Normal,Reserve,175,78
30,76,76,7000000.0,23000.0,Right,1.0,3.0,4.0,Normal,Middle,178,75
22,71,80,4200000.0,6000.0,Right,1.0,3.0,3.0,Lean,Reserve,174,64
23,69,77,3100000.0,5000.0,Right,1.0,3.0,3.0,Normal,Middle,179,70
35,69,69,550000.0,2000.0,Right,1.0,3.0,3.0,Normal,Middle,173,71
