AREA,PERIMETER,MAJORAXIS,MINORAXIS,ECCENTRICITY,CONVEX_AREA,EXTENT,CLASS
13887,483.1679993,203.4208527,88.11791229,0.901307285,14240,0.684392095,Cammeo
15241,511.0610046,215.3691711,91.2743454,0.905753851,15604,0.543234944,Cammeo
14101,479.3160095,199.0871429,90.98012543,0.889473677,14383,0.619687974,Cammeo
15026,504.4719849,212.4759827,91.13345337,0.903346419,15285,0.722403824,Cammeo
13467,478.2470093,204.7185059,85.14571381,0.909403026,13732,0.547773004,Cammeo
13871,496.57901,212.5708008,83.77423859,0.919067383,14344,0.527815819,Cammeo
15830,516.2319946,220.8192444,92.34398651,0.908360422,16074,0.701435685,Cammeo
14621,501.8250122,210.9164886,89.62992859,0.905214667,15175,0.689084768,Cammeo
13855,487.8309937,207.1084442,86.02370453,0.909659028,14214,0.551552534,Cammeo
11783,453.105011,192.6842957,79.17370605,0.911681056,12102,0.670440972,Cammeo
11739,448.605011,187.6857605,80.8497467,0.902460873,12118,0.547017694,Cammeo
11538,446.8569946,189.6852875,78.97428894,0.909207284,11852,0.57994473,Cammeo
13244,461.9389954,194.1837616,87.8210144,0.891887546,13476,0.7112782,Cammeo
13820,489.9419861,207.0041046,86.23710632,0.909091711,14195,0.639400363,Cammeo
12950,464.8869934,194.4283905,85.82198334,0.897307217,13288,0.600203931,Cammeo
15600,502.8429871,205.2755127,99.05281067,0.875876188,16130,0.721420646,Cammeo
13121,475.9100037,202.6862335,83.13021851,0.912021518,13439,0.571970344,Cammeo
14586,489.5440063,206.5986938,91.26046753,0.897148907,14897,0.795571089,Cammeo
13450,465.3980103,193.3749695,89.50689697,0.886427701,13661,0.615786076,Cammeo
14251,492.0320129,202.8476105,91.00605011,0.893711329,14658,0.560379088,Cammeo
15161,498.7909851,208.2520447,93.86026001,0.892672896,15541,0.640569568,Cammeo
13476,478.2829895,199.0232697,87.92966461,0.897110641,13931,0.599173009,Cammeo
14423,507.0820007,221.5334778,83.90892029,0.92549324,14703,0.542218029,Cammeo
13580,464.3569946,190.3806305,91.37226868,0.877298474,13781,0.62730968,Cammeo
12974,469.2730103,197.6331635,84.7321167,0.903430641,13219,0.686455011,Cammeo
11995,477.4110107,216.4877472,70.77008057,0.945058584,12168,0.666055858,Cammeo
14244,488.0660095,199.8998871,92.31539917,0.886979818,14691,0.616329908,Cammeo
12844,454.8370056,191.9801788,85.41941833,0.89556098,13043,0.617886186,Cammeo
13424,481.1749878,195.9000244,89.30523682,0.890045583,13950,0.658555746,Cammeo
14035,480.6289978,199.1483917,91.4108963,0.888431609,14422,0.716290712,Cammeo
14162,480.2529907,202.8959198,89.48752594,0.897481859,14414,0.584024072,Cammeo
14143,481.9079895,199.9907227,91.09355927,0.890241444,14450,0.584228337,Cammeo
14272,487.7030029,207.7987366,88.06716156,0.905751169,14510,0.583006561,Cammeo
14205,487.3510132,204.3322449,89.63425446,0.89864862,14637,0.773692787,Cammeo
13226,480.1570129,202.7484131,84.34415436,0.909362793,13617,0.707045853,Cammeo
14399,492.3389893,210.1399078,88.10236359,0.907868147,14636,0.549181879,Cammeo
14561,493.5299988,208.6929626,89.70529175,0.902903438,14986,0.772057235,Cammeo
12968,469.3410034,199.9050293,83.03522491,0.909651041,13243,0.641250074,Cammeo
12029,441.7399902,181.7962799,85.41960144,0.88273859,12275,0.596558213,Cammeo
13450,470.9760132,200.6081696,85.92671967,0.903621852,13728,0.563752174,Cammeo
15809,521.4970093,224.5216522,90.6051178,0.914958775,16150,0.564607143,Cammeo
13205,475.6000061,197.5489655,86.34487915,0.899422169,13607,0.691107988,Cammeo
14031,494.2650146,213.7095184,84.46609497,0.918578804,14265,0.738862574,Cammeo
15811,514.3779907,218.731369,93.16437531,0.904755831,16135,0.818671346,Cammeo
14693,484.5629883,199.6199951,94.80760956,0.880017936,15034,0.609162509,Cammeo
15209,517.6879883,221.2523956,89.17511749,0.915179253,15653,0.635296583,Cammeo
13468,475.3980103,199.7535858,87.0446701,0.900062799,13817,0.570074081,Cammeo
16505,516.2210083,212.8531036,99.69015503,0.883542001,16820,0.588413537,Cammeo
12422,482.197998,209.213623,76.83703613,0.930115998,12783,0.498075366,Cammeo
14316,488.9859924,204.4242706,90.14910126,0.897511899,14731,0.564177334,Cammeo
14839,504.0840149,211.3695984,91.34764099,0.901792049,15274,0.626382411,Cammeo
13269,470.6350098,197.3840942,86.4286499,0.899038136,13626,0.566325247,Cammeo
13913,474.4519958,199.1174316,89.71703339,0.892739356,14164,0.673101127,Cammeo
12411,466.0280151,204.5133972,78.29598236,0.923814535,12707,0.530565977,Cammeo
12602,465.9169922,194.4551392,84.83200836,0.899823129,13039,0.650258005,Cammeo
12820,467.3529968,197.3374023,83.97206879,0.904946506,13104,0.556834459,Cammeo
15087,510.605011,218.1743469,89.15250397,0.912700295,15506,0.549497366,Cammeo
11161,433.8299866,182.0749054,78.95067596,0.901097536,11490,0.611226737,Cammeo
16037,523.9140015,223.0234375,92.54743958,0.909836292,16404,0.801048934,Cammeo
15809,517.2329712,222.4206696,91.56285858,0.911335111,16025,0.556890249,Cammeo
11803,463.8089905,201.6506958,76.42430878,0.925399303,12138,0.549487889,Cammeo
14620,493.9440002,212.2660522,88.77167511,0.908350587,14931,0.724192619,Cammeo
15936,522.7670288,224.6175079,91.12374115,0.914013386,16298,0.609081209,Cammeo
15557,514.5369873,214.075119,93.85389709,0.898772299,15942,0.695564687,Cammeo
15042,504.7200012,214.5212097,90.20870972,0.907287061,15375,0.695616007,Cammeo
12861,455.8659973,191.8227539,86.29828644,0.893086195,13058,0.58672446,Cammeo
13877,489.6229858,205.1451263,86.93637085,0.905765235,14176,0.563807726,Cammeo
13503,477.243988,201.1717072,87.36241913,0.900783777,13743,0.563188195,Cammeo
14254,491.2609863,207.7671814,88.61370087,0.904485285,14607,0.569613159,Cammeo
14061,470.7489929,190.2900085,95.00540161,0.866448581,14347,0.618011594,Cammeo
15311,507.9949951,215.141449,91.61975098,0.904789925,15690,0.704407454,Cammeo
14227,490.5039978,206.4913177,88.69171906,0.90305835,14529,0.687128723,Cammeo
13867,494.6530151,213.1222382,84.20591736,0.918635488,14200,0.533592403,Cammeo
13639,482.4150085,200.7362213,87.73310089,0.89943397,14042,0.730295539,Cammeo
14998,496.9039917,215.9502716,89.39608765,0.910292327,15279,0.824836373,Cammeo
16005,518.8930054,221.2155304,93.13295746,0.90705806,16343,0.551041484,Cammeo
12536,475.1459961,205.7659454,78.26070404,0.924847364,12798,0.694900215,Cammeo
14268,485.6340027,202.2508545,91.05271149,0.892929316,14586,0.616994619,Cammeo
15290,501.0570068,209.3677521,94.17389679,0.893128633,15582,0.757831097,Cammeo
15373,522.2109985,229.4937286,86.34156799,0.926527798,15757,0.671603322,Cammeo
15609,492.6629944,202.2301636,99.01204681,0.871946752,15884,0.681020916,Cammeo
15256,495.7709961,209.6213226,93.42301941,0.895194769,15449,0.574982107,Cammeo
16625,535.9890137,229.7935944,93.0896225,0.914271951,16951,0.654141247,Cammeo
14817,502.6440125,214.5908508,89.05412292,0.909823716,15275,0.797985792,Cammeo
14198,485.9030151,205.1043549,89.31971741,0.900196314,14414,0.565837741,Cammeo
14825,499.9400024,210.2712097,91.82390594,0.899610758,15274,0.774717808,Cammeo
14470,489.7860107,207.3626556,89.81264496,0.901336908,14724,0.619620621,Cammeo
12279,462.006012,197.8462524,80.54206085,0.913386166,12619,0.636943638,Cammeo
14828,494.256012,209.6626892,90.79800415,0.901361704,15038,0.570922554,Cammeo
13858,475.368988,201.4420319,87.92324829,0.899719179,14083,0.7785393,Cammeo
17437,536.8989868,230.2574615,97.31147766,0.906306863,17650,0.759153664,Cammeo
15265,505.098999,211.4430084,93.12213898,0.897795558,15639,0.741307318,Cammeo
14953,503.7520142,217.1036835,88.61492157,0.912906528,15229,0.72313571,Cammeo
12243,449.6239929,191.0789948,82.63934326,0.90163976,12464,0.799725652,Cammeo
16453,523.8740234,222.3121948,96.1785202,0.901572466,16803,0.754724741,Cammeo
16386,515.0969849,208.953125,100.7425766,0.876099646,16813,0.607563972,Cammeo
14204,482.1700134,201.0738831,91.0908432,0.89149946,14523,0.616011798,Cammeo
13589,483.8840027,205.3547516,85.4103241,0.909403026,13883,0.545742989,Cammeo
14439,492.553009,211.8521423,87.43466949,0.910859942,14614,0.572794378,Cammeo
13982,495.3410034,214.1675568,84.77728271,0.91831708,14298,0.781466603,Cammeo
14410,477.6619873,197.1763763,93.66033936,0.879981518,14645,0.657270551,Cammeo
12244,455.2749939,192.5073853,81.42861938,0.906134546,12480,0.575240791,Cammeo
14070,484.2160034,203.2800446,89.0918808,0.898842573,14448,0.567338705,Cammeo
14687,498.3909912,210.5804443,90.29588318,0.903401732,14977,0.566103935,Cammeo
11735,453.5180054,194.1048431,78.01987457,0.915662885,11956,0.71533072,Cammeo
12835,481.5029907,212.5375366,77.45262146,0.931235254,13055,0.511946082,Cammeo
14853,488.5610046,201.5631256,95.47245026,0.880707622,15224,0.678529024,Cammeo
15061,497.3590088,207.6504211,93.05584717,0.893964887,15327,0.716780901,Cammeo
13385,460.8250122,192.6461487,89.71348572,0.884947598,13595,0.612754047,Cammeo
12555,444.5799866,184.8253326,87.36722565,0.881222546,12773,0.652207792,Cammeo
16067,526.4249878,228.9422607,90.14622498,0.919217169,16370,0.555855393,Cammeo
15105,503.2919922,215.5826721,89.79667664,0.909121931,15327,0.60047704,Cammeo
13434,455.822998,184.1703339,93.38285065,0.861918986,13686,0.635838687,Cammeo
14961,502.9089966,215.1925049,89.23142242,0.909977078,15218,0.675318241,Cammeo
12429,469.6080017,202.4146729,78.88986969,0.920923293,12714,0.556854844,Cammeo
13002,460.1270142,191.4242096,87.77463531,0.888676524,13325,0.67945236,Cammeo
15147,510.0159912,213.1561737,91.69268799,0.902749479,15719,0.588735998,Cammeo
15055,508.276001,218.9765167,88.4911499,0.91470927,15361,0.686220884,Cammeo
13540,458.5299988,189.1114044,92.39390564,0.872525454,13710,0.799952745,Cammeo
11962,449.4419861,192.088913,80.96472931,0.906830192,12171,0.538901627,Cammeo
12692,443.1430054,182.9328308,88.95259857,0.873815119,12849,0.638237953,Cammeo
11859,444.8009949,183.5527649,83.57420349,0.890330791,12213,0.763127387,Cammeo
13627,476.9890137,201.194519,86.95225525,0.901787341,13926,0.780559063,Cammeo
13982,479.7850037,204.5423889,88.27964783,0.902067065,14221,0.772913218,Cammeo
14870,506.5610046,214.9312286,89.4002533,0.909388304,15202,0.579727113,Cammeo
14263,490.7510071,203.7784424,90.2658844,0.89654094,14779,0.731548429,Cammeo
13954,481.2879944,204.7774506,87.50462341,0.904102445,14277,0.581126094,Cammeo
13425,477.197998,199.7563629,86.64096832,0.901041329,13784,0.611673057,Cammeo
14057,463.1419983,189.7926025,95.08885193,0.865438879,14259,0.626119077,Cammeo
17198,520.9920044,209.9702148,105.6705856,0.864132345,17586,0.606160998,Cammeo
14675,493.9289856,199.2336273,95.68336487,0.877127767,15317,0.6168558,Cammeo
12291,440.9570007,186.1877747,84.68074036,0.890586615,12476,0.730172873,Cammeo
15072,487.5849915,202.4947357,95.35527039,0.88218528,15267,0.790558636,Cammeo
16390,502.678009,207.0486603,101.5171432,0.8715505,16635,0.714503706,Cammeo
13142,464.651001,194.7449951,86.58729553,0.895719886,13406,0.661332548,Cammeo
12759,463.6409912,200.9574585,81.20908356,0.914710045,12993,0.778937757,Cammeo
16944,543.1259766,236.1252136,92.68103027,0.919748604,17189,0.651943028,Cammeo
15510,507.3190002,215.9548187,92.47437286,0.903678477,15862,0.599536121,Cammeo
12859,445.0100098,184.3051758,89.47380829,0.874255776,13030,0.710442007,Cammeo
14470,486.2600098,208.3336639,89.34396362,0.903375566,14657,0.576539934,Cammeo
17079,520.4500122,216.1599884,101.7624969,0.882253826,17418,0.794372082,Cammeo
13858,475.9570007,205.8739014,86.04458618,0.908470929,14042,0.651221812,Cammeo
12324,449.1520081,190.3924866,83.20513916,0.899452269,12595,0.767133534,Cammeo
17263,520.3029785,215.0044098,103.367218,0.876847923,17565,0.661874115,Cammeo
16079,522.7589722,223.4059143,92.64324951,0.909964681,16392,0.64172256,Cammeo
14806,481.9119873,198.2439117,95.78669739,0.875523269,15162,0.701041639,Cammeo
14957,505.1170044,213.0456238,90.70896912,0.904830217,15347,0.65411526,Cammeo
15460,507.0769958,213.5723267,93.55609894,0.898948908,15819,0.582209826,Cammeo
12716,444.1080017,186.8963928,87.27814484,0.88426429,12872,0.747384489,Cammeo
16798,529.0770264,222.7966309,97.6834259,0.898759425,17173,0.638173401,Cammeo
14015,475.723999,195.32164,92.48479462,0.88079381,14492,0.748624563,Cammeo
14927,502.0180054,212.0285492,90.81613922,0.903626978,15392,0.594985664,Cammeo
15158,513.7260132,218.8200073,89.37168884,0.91279161,15591,0.701759279,Cammeo
14676,481.631012,202.4020691,92.94723511,0.888322175,14936,0.650531888,Cammeo
15094,513.9240112,224.7196503,86.43656158,0.923065901,15292,0.79417026,Cammeo
18913,541.7459717,227.1354828,106.9483566,0.88220948,19099,0.804124177,Cammeo
14013,480.8309937,191.8450775,94.87568665,0.869153023,14622,0.625915647,Cammeo
16176,522.9910278,221.9273987,93.98418427,0.905900478,16639,0.602345943,Cammeo
15904,511.0220032,214.3505554,96.21209717,0.893605113,16248,0.71785152,Cammeo
16580,530.0949707,226.4449463,94.47407532,0.908812165,16928,0.596188426,Cammeo
15915,528.1569824,231.5944824,88.57102203,0.923980296,16251,0.813026845,Cammeo
15007,500.3070068,210.7177582,92.17046356,0.899261236,15431,0.580766261,Cammeo
14892,486.3349915,203.0691833,94.12496185,0.886090755,15111,0.792127669,Cammeo
12239,473.5140076,208.0478973,75.60643768,0.931629777,12622,0.517199099,Cammeo
17335,544.0930176,239.010498,92.99298096,0.921206117,17526,0.821097016,Cammeo
16788,533.4879761,230.1293335,93.76287842,0.913233936,17041,0.572676122,Cammeo
14968,514.8010254,220.223999,87.73534393,0.917215526,15438,0.740916729,Cammeo
17425,541.8029785,232.0575562,96.44174194,0.90955019,17758,0.703955054,Cammeo
16570,519.1229858,221.0144806,96.22779083,0.900241315,16757,0.592335761,Cammeo
13352,514.4869995,232.4802094,73.986763,0.948006928,13585,0.592816234,Cammeo
14824,513.21698,220.160202,86.80725098,0.918985546,15150,0.568361342,Cammeo
15786,500.8609924,205.4672394,98.81665039,0.876755536,16127,0.610913336,Cammeo
14571,489.4330139,206.7878876,90.45136261,0.899261534,14839,0.605510294,Cammeo
14601,476.2260132,192.6065369,97.93213654,0.861087382,14815,0.627837956,Cammeo
15581,517.3319702,221.9593811,90.30760956,0.91348809,15901,0.554089606,Cammeo
12930,474.0780029,205.3563385,80.71208191,0.919523835,13181,0.74063468,Cammeo
16505,506.8959961,207.3458405,103.244194,0.867215872,16782,0.778170645,Cammeo
16006,528.1760254,222.6719055,93.09613037,0.908407211,16466,0.611850142,Cammeo
14477,499.4700012,217.1054688,85.79216766,0.918610811,14726,0.575511813,Cammeo
15071,494.1350098,200.5948334,97.39328766,0.874224246,15575,0.689212084,Cammeo
14181,485.2449951,206.8582764,87.94334412,0.905128479,14423,0.647830069,Cammeo
13680,473.0859985,194.9403839,91.22505188,0.883747637,14077,0.779487193,Cammeo
15551,515.7839966,215.0897369,93.75079346,0.900010467,15908,0.56565547,Cammeo
16865,517.7470093,210.4794464,103.8049393,0.869925439,17234,0.65020436,Cammeo
16258,533.3410034,229.1129913,91.12013245,0.91751194,16705,0.570816636,Cammeo
15133,503.2189941,216.5750275,89.47614288,0.910666823,15359,0.592614353,Cammeo
15742,499.9819946,209.3941956,96.45911407,0.887577713,15950,0.756608665,Cammeo
12181,456.9379883,194.8551636,80.28486633,0.911173344,12489,0.584893882,Cammeo
16679,528.552002,222.7795868,96.64006805,0.901012897,17006,0.569171429,Cammeo
16862,519.4710083,219.6599579,98.39157104,0.894070268,17104,0.612273037,Cammeo
13013,470.9559937,197.6946411,84.80590057,0.903316736,13376,0.575643659,Cammeo
15042,502.2139893,212.0943756,91.29269409,0.902621925,15416,0.702109754,Cammeo
15486,492.6940002,204.3721313,97.6780014,0.878391445,15688,0.601164579,Cammeo
13109,484.9930115,204.728302,82.84823608,0.914461017,13497,0.525116146,Cammeo
14759,493.8039856,207.7845764,91.68565369,0.897382557,15106,0.705868304,Cammeo
11396,446.2829895,192.2324066,76.52645874,0.917344868,11692,0.645153999,Cammeo
14324,487.2529907,195.9451447,94.84135437,0.875056982,14822,0.757402718,Cammeo
14850,500.2980042,213.0778961,89.3513031,0.907830954,15124,0.580214083,Cammeo
13909,475.6180115,199.6072693,89.94419861,0.892723024,14241,0.727876902,Cammeo
15454,500.8970032,208.5415955,95.32327271,0.889418006,15773,0.583433986,Cammeo
14938,502.6870117,209.6447296,92.03596497,0.898482561,15331,0.635200083,Cammeo
11966,456.8460083,194.2702637,79.35068512,0.912778378,12337,0.574597836,Cammeo
15644,501.1140137,210.3576202,95.27698517,0.891546786,15858,0.787912369,Cammeo
15552,492.9819946,198.2062683,101.6440125,0.858496547,15936,0.627451003,Cammeo
15807,513.5109863,219.2963257,92.29656982,0.907118201,16078,0.780978262,Cammeo
13824,491.6199951,206.3890228,86.85488129,0.907139122,14268,0.633866727,Cammeo
13282,470.2579956,199.71138,85.10118103,0.904666245,13513,0.671622157,Cammeo
14332,497.1409912,206.546814,90.75944519,0.898284912,14830,0.566571772,Cammeo
13779,481.9760132,200.4785767,88.84671021,0.896436095,14192,0.571980059,Cammeo
13644,473.178009,200.2905121,87.84367371,0.898691535,13859,0.676785707,Cammeo
13809,489.0220032,213.8255463,82.49403381,0.92258215,14070,0.805753291,Cammeo
13726,484.2470093,209.703064,83.88441467,0.916508496,13969,0.555596054,Cammeo
14266,486.4779968,207.7260437,88.09992218,0.905607939,14485,0.603851855,Cammeo
13200,477.8510132,202.5969543,83.68836975,0.910695612,13585,0.641399443,Cammeo
16146,509.3320007,213.6200256,96.64880371,0.891798258,16404,0.5967623,Cammeo
12820,459.17099,193.7050934,84.83408356,0.898997009,13002,0.59616816,Cammeo
12575,456.7529907,188.6798553,85.98197174,0.890131891,12936,0.739271045,Cammeo
14057,483.480011,201.5748138,89.90643311,0.895022869,14388,0.567272007,Cammeo
14305,490.1820068,206.8847198,88.67579651,0.903482914,14695,0.654182076,Cammeo
12626,455.2969971,188.6578827,86.60137939,0.888415992,12911,0.733899117,Cammeo
15655,488.9030151,199.5566864,101.026207,0.862384856,15880,0.633754373,Cammeo
11797,451.9599915,195.5936584,77.40120697,0.918369234,11988,0.570151269,Cammeo
15199,489.5440063,205.3157349,94.80870056,0.886999547,15419,0.763999224,Cammeo
12921,477.1210022,197.7001495,84.82759094,0.903270304,13557,0.723946631,Cammeo
13724,468.571991,191.8715973,92.48851013,0.876152873,14048,0.740716755,Cammeo
13520,471.5289917,195.3061523,89.44055939,0.888977647,13950,0.570127368,Cammeo
14261,496.3590088,208.8519745,88.24221039,0.906357884,14763,0.695658565,Cammeo
13567,481.0950012,206.628418,84.00917053,0.913619101,13818,0.601107657,Cammeo
14850,499.2070007,210.1336365,91.14337158,0.901038051,15327,0.589005232,Cammeo
15522,507.2420044,213.6819305,94.90153503,0.895964742,15782,0.77890408,Cammeo
13241,466.9899902,193.54422,88.05834961,0.890502691,13577,0.57765466,Cammeo
16063,520.7449951,217.9138184,95.20046997,0.899523616,16561,0.556757152,Cammeo
13494,479.4460144,203.0273438,85.75126648,0.906426728,13842,0.772940755,Cammeo
15569,504.7539978,214.5067749,93.19715881,0.90068543,15815,0.773038745,Cammeo
13621,477.5429993,200.9577179,87.28850555,0.90073812,13956,0.79589808,Cammeo
13875,490.8380127,207.1322327,87.32526398,0.906785667,14243,0.575630605,Cammeo
14265,480.927002,200.188446,91.48053741,0.889481008,14627,0.754562259,Cammeo
12612,463.5950012,197.6829376,82.37692261,0.909038424,12919,0.584051132,Cammeo
13268,473.4339905,200.7008362,84.7003479,0.906585157,13562,0.716221333,Cammeo
14910,511.6000061,221.6122894,86.21698761,0.921219051,15215,0.699638665,Cammeo
14146,504.3559875,214.0628815,85.7449646,0.916270673,14716,0.625265181,Cammeo
13568,484.6480103,208.0720978,83.69619751,0.915531576,13962,0.787921011,Cammeo
14212,484.9460144,205.0032349,89.6155014,0.899392545,14502,0.752196491,Cammeo
14458,475.0440063,196.9861145,93.99989319,0.878799915,14669,0.601890028,Cammeo
12734,470.6140137,204.4029083,80.16529846,0.919883132,12982,0.714590371,Cammeo
14753,489.5360107,207.4660034,92.00662994,0.896285236,14984,0.804679811,Cammeo
13901,478.848999,200.4419098,89.34198761,0.895169914,14232,0.568548083,Cammeo
14819,496.6229858,205.9913483,92.8265686,0.892709136,15194,0.726421595,Cammeo
12006,467.6409912,207.447998,74.46878815,0.933346927,12237,0.548745394,Cammeo
15344,501.7999878,212.422699,92.96140289,0.899157763,15604,0.794202924,Cammeo
12450,456.2210083,191.142868,84.21341705,0.897714138,12740,0.572150707,Cammeo
12817,460.552002,191.1878815,86.313591,0.892291605,13132,0.602330923,Cammeo
14908,499.4689941,209.1194763,92.06287384,0.897879899,15324,0.763338447,Cammeo
14980,503.8169861,214.1865082,89.89457703,0.907661796,15361,0.735395193,Cammeo
15213,495.4169922,206.2999725,94.53257751,0.888834298,15516,0.701350808,Cammeo
12899,472.2630005,205.5205536,80.43336487,0.920235932,13107,0.585918665,Cammeo
13263,487.8909912,214.4280396,79.64109802,0.928468287,13491,0.674447,Cammeo
13988,491.4890137,208.3646393,86.78496552,0.909133315,14427,0.613105416,Cammeo
13181,470.3890076,199.4720764,84.90553284,0.904887319,13429,0.73435849,Cammeo
12220,465.6860046,200.1741638,79.04184723,0.918738961,12588,0.57438308,Cammeo
13834,480.2739868,202.7702789,87.72439575,0.90157181,14151,0.728105247,Cammeo
16249,512.7919922,215.7268524,96.96568298,0.893288553,16493,0.737183571,Cammeo
11993,444.5650024,187.1829071,82.64057159,0.89726305,12276,0.587373912,Cammeo
14313,482.9750061,204.7200775,89.7869873,0.898690104,14622,0.573299706,Cammeo
14563,496.776001,206.1271515,91.53044128,0.896002769,15116,0.591054857,Cammeo
14176,513.1489868,220.0369873,83.43087006,0.925328076,14675,0.543787658,Cammeo
14041,491.6610107,212.8569336,84.56730652,0.917690337,14289,0.786610663,Cammeo
13022,467.0769958,194.7540894,86.67639923,0.895502925,13355,0.596245408,Cammeo
12796,471.2090149,203.9296265,80.33000946,0.919148862,13022,0.684058607,Cammeo
13811,482.2980042,206.7147522,85.73661804,0.909931719,14000,0.55593127,Cammeo
13053,480.9509888,205.9524231,81.65559387,0.918044269,13478,0.683582067,Cammeo
12879,469.1329956,200.7955017,82.04309082,0.912717879,13132,0.769125104,Cammeo
14768,499.8770142,210.5588074,90.47418213,0.902978361,15158,0.583116174,Cammeo
12040,441.0230103,182.7528076,85.15114594,0.884818316,12372,0.747408271,Cammeo
13023,480.447998,205.312088,82.03385162,0.91670841,13444,0.632430077,Cammeo
14712,496.0360107,212.7399292,89.09264374,0.908084631,14925,0.733948588,Cammeo
11353,431.4790039,182.0024109,80.06295776,0.898046494,11579,0.71663934,Cammeo
15534,521.9299927,221.5856628,90.5549469,0.912683189,16187,0.708344758,Cammeo
13337,468.6210022,196.7711945,87.31040955,0.896167755,13598,0.69441843,Cammeo
10951,432.6119995,182.0443115,78.21557617,0.902994871,11242,0.547112286,Cammeo
12590,461.1369934,195.5348816,82.96224213,0.90552938,12915,0.676009476,Cammeo
12932,456.6549988,191.3286285,86.72583771,0.891367137,13098,0.663043499,Cammeo
11941,452.6019897,196.0300446,78.6872406,0.915901124,12131,0.651339114,Cammeo
13665,472.5159912,199.54422,87.68463898,0.898279488,13944,0.711422324,Cammeo
14272,491.45401,210.5023193,87.93792725,0.908560753,14545,0.80337745,Cammeo
14874,487.5039978,204.9133911,92.88920593,0.89135313,15065,0.614475727,Cammeo
14418,480.322998,199.1184387,93.311203,0.88339901,14780,0.758522749,Cammeo
12434,454.8930054,193.157959,82.8585968,0.903319657,12652,0.703678548,Cammeo
13328,489.3859863,217.285614,78.70890808,0.932085991,13530,0.757444859,Cammeo
12104,441.7749939,182.4621277,85.51346588,0.88337642,12378,0.739130437,Cammeo
14398,487.723999,210.0916901,87.59719849,0.9089306,14654,0.785316885,Cammeo
12352,453.1350098,191.1118927,83.35073853,0.899880886,12683,0.578466713,Cammeo
14609,490.2470093,206.0622711,91.4997406,0.896007299,14837,0.719655156,Cammeo
12663,468.223999,199.6974945,81.61620331,0.912669122,12979,0.623393893,Cammeo
13900,475.8890076,198.1689301,90.54260254,0.889520109,14161,0.717234254,Cammeo
14439,490.4700012,204.828064,91.04846191,0.895773053,14815,0.791394889,Cammeo
14333,493.8989868,207.5099487,89.44615936,0.902330339,14772,0.55979532,Cammeo
13848,475.5899963,196.2255554,90.74702454,0.886638701,14260,0.586382091,Cammeo
13582,475.8559875,195.6396942,89.2489624,0.889882147,13890,0.721832454,Cammeo
14212,485.9859924,203.4184875,90.0118866,0.896770418,14508,0.573203206,Cammeo
15236,514.7930298,223.3278503,87.76150513,0.919550598,15686,0.656243265,Cammeo
14955,508.7170105,217.9815521,88.61218262,0.913645327,15363,0.569410622,Cammeo
14364,497.1199951,212.0083466,87.53479767,0.910783768,14805,0.641250014,Cammeo
12975,463.8510132,196.4239655,85.06411743,0.901363254,13358,0.609126329,Cammeo
12579,452.2170105,191.2431793,84.36917114,0.897427619,12889,0.600286305,Cammeo
15982,523.1740112,220.0149994,94.21848297,0.903666615,16337,0.569200099,Cammeo
10959,447.2330017,197.3584137,71.06098175,0.93292892,11133,0.49741286,Cammeo
13631,473.5469971,193.4940186,91.50906372,0.881100178,14141,0.580289483,Cammeo
14482,489.3179932,205.3863068,90.8004303,0.896967828,14781,0.568903208,Cammeo
14892,503.6470032,213.2719574,90.47866058,0.905549407,15279,0.593922019,Cammeo
14608,504.3059998,210.269928,90.16651917,0.903393149,15125,0.635130405,Cammeo
12326,459.6820068,194.3409729,82.07946777,0.90643388,12686,0.619334757,Cammeo
13467,473.3009949,203.0819244,84.99755859,0.908199191,13753,0.773965538,Cammeo
15158,505.276001,209.4760284,93.92682648,0.893838346,15586,0.609366834,Cammeo
13132,471.8039856,199.5565338,84.98833466,0.904776812,13423,0.753673077,Cammeo
14178,488.881012,207.3955994,88.06809235,0.905363142,14406,0.557749808,Cammeo
15232,508.8169861,216.7629089,90.63308716,0.908391416,15603,0.590822697,Cammeo
10885,434.2730103,191.0913239,73.54860687,0.922963619,11024,0.799897134,Cammeo
14802,497.8320007,209.6179504,91.14713287,0.90051496,15208,0.62297982,Cammeo
14889,499.2059937,210.3841553,91.71178436,0.89998281,15221,0.604629457,Cammeo
15547,501.8049927,208.499176,95.80786133,0.888171613,15867,0.598283708,Cammeo
11377,456.45401,200.8426056,72.35116577,0.932860374,11573,0.752248108,Cammeo
12709,461.0119934,190.7787476,87.41279602,0.888854563,13064,0.786934972,Cammeo
12384,460.1359863,190.8703766,85.09120178,0.895129502,12811,0.604835153,Cammeo
12219,438.2810059,182.1877289,86.19641876,0.880998671,12471,0.601772964,Cammeo
13125,475.355011,198.5984497,85.40795898,0.902803421,13575,0.583177805,Cammeo
13014,459.5570068,193.6595154,86.19818878,0.895479977,13253,0.675070047,Cammeo
13523,468.1669922,195.401535,88.65399933,0.891153634,13811,0.667934418,Cammeo
14851,517.3469849,217.6983948,88.81024933,0.913003862,15256,0.728061557,Cammeo
14467,498.6239929,213.5956268,86.99999237,0.913289249,14857,0.740757823,Cammeo
14560,501.2460022,212.1060944,89.32131195,0.907006681,14988,0.689557195,Cammeo
15007,506.5799866,217.2674713,88.55015564,0.913177133,15314,0.73737222,Cammeo
14500,504.0679932,218.9050293,85.14116669,0.921262622,14864,0.619896531,Cammeo
