loanAmnt;annualInc;application_type;int_rate;revol_bal;revol_util;dti;emp_length;grade;homeOwnership;installment;job;loanDefault;mortAcc;pub_rec_bankruptcies;purpose;term;Year
35000.0;125388.0;INDIVIDUAL;23.10;128741.0;58.60;25.77;8;E;MORTGAGE;988.68;CHIEF ACCOUNTANT;Fully Paid;26;0;debt_consolidation;60;2013
10800.0;45000.0;INDIVIDUAL;17.57;5400.0;29.00;23.44;10;D;RENT;388.13;CPHT;Charged Off;12;0;debt_consolidation;36;2015
11950.0;40000.0;INDIVIDUAL;13.99;7254.0;41.00;17.76;10;C;RENT;408.37;Customer Service Agent;Charged Off;14;1;debt_consolidation;36;2015
16000.0;72000.0;INDIVIDUAL;15.61;999.0;22.70;11.38;10;D;RENT;559.44;Assistant General Manager;Charged Off;5;0;major_purchase;36;2015
18000.0;85000.0;INDIVIDUAL;11.14;3891.0;74.80;11.54;6;B;RENT;590.50;Advent International;Charged Off;12;0;debt_consolidation;36;2013
6000.0;50000.0;INDIVIDUAL;10.49;6313.0;25.70;21.65;6;B;RENT;194.99;Teacher ;Fully Paid;10;0;debt_consolidation;36;2016
33425.0;76000.0;INDIVIDUAL;17.57;38952.0;84.30;17.43;5;D;RENT;1201.20;Assistant Professor;Fully Paid;11;0;credit_card;36;2015
25600.0;105000.0;INDIVIDUAL;7.69;27528.0;53.10;17.86;10;A;MORTGAGE;798.56;Electrical Engineer;Fully Paid;15;0;debt_consolidation;36;2014
3550.0;120000.0;INDIVIDUAL;24.99;8934.0;44.90;6.77;8;F;MORTGAGE;141.13;professor;Charged Off;6;0;debt_consolidation;36;2014
20000.0;68000.0;INDIVIDUAL;20.49;6675.0;69.50;23.72;3;E;MORTGAGE;535.35;Recruiter;Fully Paid;11;1;debt_consolidation;60;2015
18000.0;85000.0;INDIVIDUAL;7.89;32606.0;71.50;18.30;9;A;OWN;364.03;Manager;Fully Paid;8;0;credit_card;60;2015
12800.0;65000.0;INDIVIDUAL;22.70;11347.0;24.60;14.82;10;E;RENT;358.64;city of new haven p/w;Charged Off;9;0;other;60;2013
16000.0;100000.0;INDIVIDUAL;13.33;17309.0;60.90;6.70;1;C;RENT;366.76;Executive Administrator;Fully Paid;14;0;debt_consolidation;60;2015
5600.0;103000.0;INDIVIDUAL;17.56;9278.0;59.10;14.46;1;D;RENT;201.22;Curtain Wall Design Consulting;Fully Paid;9;1;wedding;36;2013
15000.0;62000.0;INDIVIDUAL;11.99;27438.0;53.40;26.56;7;B;RENT;498.15;Psychotherapist;Fully Paid;23;0;debt_consolidation;36;2015
16000.0;78200.0;INDIVIDUAL;16.99;7513.0;33.20;16.48;2;D;MORTGAGE;397.56;Courtroom Clerk;Fully Paid;12;0;debt_consolidation;60;2016
9000.0;145000.0;INDIVIDUAL;6.03;11685.0;27.20;15.42;10;A;MORTGAGE;273.92;Federal Law Enforcement;Fully Paid;19;0;credit_card;36;2014
15500.0;107000.0;INDIVIDUAL;10.15;19492.0;73.80;5.97;7;B;OWN;501.24;Supervisor;Fully Paid;5;0;credit_card;36;2014
6000.0;63000.0;INDIVIDUAL;10.99;2815.0;25.00;20.65;3;B;RENT;196.41;Supervisor;Fully Paid;9;1;debt_consolidation;36;2015
9000.0;65000.0;INDIVIDUAL;6.89;3972.0;21.90;8.77;4;A;RENT;277.45;Mechanic;Fully Paid;18;0;debt_consolidation;36;2015
24000.0;100000.0;INDIVIDUAL;14.65;4616.0;26.40;5.22;4;C;RENT;827.87;Lab Director;Fully Paid;5;0;debt_consolidation;36;2015
35000.0;150000.0;INDIVIDUAL;17.57;44777.0;62.70;15.31;10;D;MORTGAGE;880.61;teacher;Charged Off;42;0;debt_consolidation;60;2015
30000.0;101000.0;INDIVIDUAL;19.52;16300.0;48.70;19.88;7;E;MORTGAGE;786.83;cbp officer;Fully Paid;13;0;debt_consolidation;60;2015
3000.0;50000.0;INDIVIDUAL;8.90;16478.0;42.40;14.71;2;A;RENT;95.26;Practical Nurse;Fully Paid;12;0;credit_card;36;2014
15000.0;100000.0;INDIVIDUAL;20.31;18777.0;75.10;17.95;3;D;MORTGAGE;559.83;Texeltek;Fully Paid;20;0;credit_card;36;2013
24000.0;224000.0;INDIVIDUAL;24.50;5807.0;58.10;5.41;10;F;MORTGAGE;697.42;Lieutenant;Charged Off;15;0;debt_consolidation;60;2014
6000.0;40000.0;INDIVIDUAL;14.30;2588.0;15.50;1.56;5;C;OWN;205.95;lead tech;Fully Paid;6;0;other;36;2013
28000.0;73000.0;INDIVIDUAL;21.98;6996.0;39.50;6.67;10;E;RENT;773.02;US Army;Charged Off;9;0;debt_consolidation;60;2012
10000.0;145000.0;INDIVIDUAL;7.89;11832.0;52.40;10.04;10;A;RENT;312.86;Director;Fully Paid;10;0;debt_consolidation;36;2015
9450.0;45000.0;INDIVIDUAL;7.62;3713.0;61.90;20.81;5;A;MORTGAGE;294.48;O2 Media, Inc.;Fully Paid;5;0;small_business;36;2012
12000.0;45000.0;INDIVIDUAL;6.03;8114.0;16.40;21.06;6;A;RENT;365.23;Follet;Fully Paid;8;0;debt_consolidation;36;2013
13000.0;80000.0;INDIVIDUAL;19.52;7681.0;85.30;14.93;4;E;MORTGAGE;340.96;Lending Manager 2;Charged Off;7;0;debt_consolidation;60;2014
20000.0;150000.0;INDIVIDUAL;16.29;54936.0;71.30;24.45;1;C;MORTGAGE;706.01;URS ;Fully Paid;20;0;debt_consolidation;36;2012
6500.0;41000.0;INDIVIDUAL;9.67;3540.0;28.50;11.42;5;B;MORTGAGE;208.74;Lead Painter;Charged Off;8;0;credit_card;36;2014
34350.0;84000.0;INDIVIDUAL;28.99;8400.0;85.70;16.86;3;G;RENT;1090.13;Quality improvement data analyst;Fully Paid;11;1;debt_consolidation;60;2016
3500.0;85000.0;INDIVIDUAL;8.18;8142.0;18.00;8.70;1;B;MORTGAGE;109.97;Project manager;Fully Paid;12;0;home_improvement;36;2015
3500.0;28000.0;INDIVIDUAL;14.65;3995.0;49.90;4.89;10;C;MORTGAGE;120.73;Owner ;Charged Off;4;1;car;36;2015
5400.0;65000.0;INDIVIDUAL;11.99;13958.0;51.10;17.67;9;B;RENT;179.34;Clinical account specialist;Fully Paid;14;0;debt_consolidation;36;2015
14000.0;98593.2;INDIVIDUAL;9.67;10084.0;37.80;9.64;10;B;RENT;449.58;Technical Director;Fully Paid;6;0;debt_consolidation;36;2014
12250.0;40000.0;INDIVIDUAL;10.99;3624.0;15.90;21.99;1;B;RENT;401.00;Administrative Support;Fully Paid;12;0;debt_consolidation;36;2014
28625.0;60000.0;INDIVIDUAL;11.99;19021.0;47.60;24.60;10;B;MORTGAGE;950.63;Teacher;Fully Paid;11;0;debt_consolidation;36;2014
13600.0;64000.0;INDIVIDUAL;12.99;15409.0;67.90;28.80;9;C;MORTGAGE;458.18;Sales;Fully Paid;18;1;credit_card;36;2014
14675.0;130000.0;INDIVIDUAL;15.61;11120.0;55.60;8.56;8;C;RENT;513.11;Executive Director, IT and Datacenter;Fully Paid;6;0;debt_consolidation;36;2013
15000.0;52000.0;INDIVIDUAL;9.49;5260.0;21.50;10.06;2;B;RENT;480.43;Security Officer;Fully Paid;19;0;credit_card;36;2015
13300.0;58000.0;INDIVIDUAL;10.49;12716.0;64.90;23.98;10;B;MORTGAGE;432.22;Metrics Consultant;Charged Off;8;0;debt_consolidation;36;2014
23050.0;97000.0;INDIVIDUAL;16.29;3798.0;66.60;7.36;3;D;RENT;564.09;traction power inspector;Fully Paid;5;0;debt_consolidation;60;2014
11325.0;38000.0;INDIVIDUAL;25.99;7498.0;70.70;17.34;9;G;MORTGAGE;339.01;Provisioning Analyst;Charged Off;18;0;debt_consolidation;60;2015
20000.0;60000.0;INDIVIDUAL;19.52;15195.0;91.00;11.96;1;D;RENT;738.39;Friedrich Petzel Gallery;Fully Paid;10;0;debt_consolidation;36;2013
5800.0;18200.0;INDIVIDUAL;16.29;6808.0;61.90;12.80;7;D;OWN;204.75;Store manager;Fully Paid;5;0;debt_consolidation;36;2016
25900.0;67000.0;INDIVIDUAL;16.29;2874.0;6.50;31.72;7;D;RENT;633.84;Ferry Terminal Manager I;Fully Paid;17;1;debt_consolidation;60;2016
8000.0;98000.0;INDIVIDUAL;12.69;7969.0;59.90;21.14;10;C;RENT;268.36;mill scheduler;Fully Paid;10;0;debt_consolidation;36;2015
25000.0;170000.0;INDIVIDUAL;12.49;2390.0;5.40;1.41;10;B;RENT;562.33;Director Information Technology;Fully Paid;10;0;major_purchase;60;2014
7500.0;90000.0;INDIVIDUAL;24.08;12087.0;77.50;25.41;10;F;MORTGAGE;294.57;Site Manager;Charged Off;11;0;small_business;36;2014
11000.0;87000.0;INDIVIDUAL;11.44;9814.0;73.00;13.77;10;B;RENT;362.43;Teacher;Fully Paid;8;1;credit_card;36;2014
18000.0;74000.0;INDIVIDUAL;12.12;12971.0;56.40;22.28;10;B;RENT;598.89;USAF;Fully Paid;8;0;debt_consolidation;36;2013
21000.0;85000.0;INDIVIDUAL;9.67;13151.0;58.20;29.73;10;B;OWN;674.37;Truck driver;Fully Paid;11;0;debt_consolidation;36;2014
4550.0;84000.0;INDIVIDUAL;8.39;20888.0;52.50;28.32;10;B;MORTGAGE;143.41;Master Chief;Fully Paid;11;0;credit_card;36;2016
18000.0;42000.0;INDIVIDUAL;11.14;13072.0;46.40;11.95;2;B;MORTGAGE;590.50;Palm Springs Unified School District;Fully Paid;16;0;debt_consolidation;36;2013
35000.0;350000.0;INDIVIDUAL;12.99;216194.0;45.40;8.19;10;C;MORTGAGE;1179.12;Lawyer Partner;Fully Paid;10;0;home_improvement;36;2016
15000.0;65000.0;INDIVIDUAL;12.99;3773.0;31.20;10.14;1;B;RENT;505.34;Operator;Fully Paid;5;0;car;36;2014
10000.0;50000.0;INDIVIDUAL;13.05;9670.0;54.30;11.88;1;B;RENT;337.19;sperry rail;Fully Paid;7;0;debt_consolidation;36;2013
10000.0;100000.0;INDIVIDUAL;13.98;26117.0;86.50;19.50;10;C;MORTGAGE;341.68;Billing Manager;Fully Paid;20;0;debt_consolidation;36;2014
15000.0;75000.0;INDIVIDUAL;18.25;10432.0;31.30;17.20;1;D;RENT;544.17;Bank of America;Charged Off;8;0;other;36;2012
2000.0;50000.0;INDIVIDUAL;14.98;26528.0;56.70;14.57;5;C;RENT;69.32;Teacher;Fully Paid;13;0;debt_consolidation;36;2014
3600.0;110000.0;INDIVIDUAL;19.52;5991.0;50.30;21.30;8;E;RENT;132.92;Police officer;Fully Paid;5;0;debt_consolidation;36;2014
20000.0;98000.0;INDIVIDUAL;11.99;86411.0;84.30;31.89;6;B;MORTGAGE;664.20;Aviation Safety Inspector;Fully Paid;19;0;debt_consolidation;36;2014
15000.0;120000.0;INDIVIDUAL;13.98;8715.0;15.00;9.88;5;C;RENT;512.52;Internet Sales;Fully Paid;11;1;debt_consolidation;36;2014
8000.0;85000.0;INDIVIDUAL;13.98;22152.0;74.10;17.61;10;C;MORTGAGE;273.35;Manager;Fully Paid;14;0;debt_consolidation;36;2014
24000.0;85000.0;INDIVIDUAL;17.57;42035.0;77.40;24.12;10;D;OWN;862.49;RN;Charged Off;18;0;debt_consolidation;36;2014
12400.0;112000.0;INDIVIDUAL;16.59;2506.0;26.10;15.18;10;D;MORTGAGE;439.57;Sales / Design;Fully Paid;8;1;debt_consolidation;36;2014
15000.0;140000.0;INDIVIDUAL;11.26;29790.0;15.60;13.52;1;B;RENT;492.95;NFI Industries;Fully Paid;10;0;credit_card;36;2009
8500.0;70000.0;INDIVIDUAL;10.15;12509.0;70.70;16.25;10;B;MORTGAGE;274.88;postmaster;Fully Paid;6;0;debt_consolidation;36;2014
25000.0;100000.0;INDIVIDUAL;11.99;7851.0;68.90;13.33;10;C;RENT;830.24;Bottler;Fully Paid;7;0;debt_consolidation;36;2015
20000.0;52000.0;INDIVIDUAL;25.89;9310.0;76.90;23.68;2;G;MORTGAGE;597.51;Fairleigh Dickinson University;Fully Paid;15;0;debt_consolidation;60;2013
22950.0;50000.0;INDIVIDUAL;17.57;4678.0;36.50;24.15;10;D;OWN;577.43;Office Administrator;Fully Paid;9;0;debt_consolidation;60;2014
15000.0;53000.0;INDIVIDUAL;11.14;13033.0;58.70;7.54;10;B;MORTGAGE;492.08;U.S. Postal Service;Fully Paid;8;1;debt_consolidation;36;2013
9000.0;25000.0;INDIVIDUAL;14.48;2149.0;31.60;14.40;6;C;OWN;309.71;Registered Nurse;Charged Off;4;0;debt_consolidation;36;2015
15100.0;42000.0;INDIVIDUAL;21.99;3809.0;34.00;20.26;5;F;RENT;576.60;machinist;Charged Off;10;1;debt_consolidation;36;2015
30000.0;95000.0;INDIVIDUAL;12.12;13589.0;62.40;4.70;10;B;MORTGAGE;998.15;The Salvation Army;Fully Paid;5;0;home_improvement;36;2012
11500.0;36000.0;INDIVIDUAL;23.99;4227.0;48.60;3.97;1;F;RENT;330.77;warehouse;Charged Off;6;0;credit_card;60;2015
1200.0;21600.0;INDIVIDUAL;5.99;229.0;15.30;22.28;1;A;RENT;36.51;Delta Nursing and Rehabilitation;Fully Paid;10;0;other;36;2011
16000.0;56000.0;INDIVIDUAL;17.57;24840.0;48.00;31.55;8;D;RENT;402.57;sales;Charged Off;16;0;debt_consolidation;60;2014
4000.0;39500.0;INDIVIDUAL;15.61;3788.0;34.00;28.87;4;D;RENT;139.86;PUBLIC HEALTH NURSE;Charged Off;9;1;debt_consolidation;36;2014
7475.0;100000.0;INDIVIDUAL;16.29;2596.0;36.00;11.15;10;D;MORTGAGE;263.88;OPERATION MANANGER ;Fully Paid;8;1;debt_consolidation;36;2014
9600.0;45000.0;INDIVIDUAL;11.49;12232.0;84.90;21.01;5;B;RENT;316.53;Manager;Fully Paid;6;0;credit_card;36;2016
3500.0;39648.0;INDIVIDUAL;14.16;2776.0;46.30;15.13;1;C;OWN;119.90;BOOKKEEPER;Fully Paid;6;0;other;36;2014
8975.0;36500.0;INDIVIDUAL;14.65;2634.0;21.20;10.33;7;C;RENT;309.59;Accounting;Fully Paid;10;0;debt_consolidation;36;2015
19800.0;47364.0;INDIVIDUAL;14.47;5421.0;40.80;24.68;7;C;MORTGAGE;681.25;Personnel Specialist;Fully Paid;9;0;debt_consolidation;36;2014
2500.0;55000.0;INDIVIDUAL;10.74;16263.0;78.20;21.20;10;B;MORTGAGE;81.54;stevens point police department;Fully Paid;7;0;credit_card;36;2012
2000.0;102000.0;INDIVIDUAL;11.53;25156.0;61.70;22.76;10;B;MORTGAGE;65.99;Analyst Management;Fully Paid;14;0;home_improvement;36;2015
7800.0;40000.0;INDIVIDUAL;11.55;13674.0;76.40;10.08;10;B;RENT;257.40;Kroger Co;Charged Off;7;0;debt_consolidation;36;2013
2400.0;61500.0;INDIVIDUAL;8.67;6999.0;55.10;16.39;5;B;MORTGAGE;75.96;Regular city carrier;Fully Paid;12;0;debt_consolidation;36;2014
15000.0;66900.0;INDIVIDUAL;13.11;8325.0;43.60;15.07;10;B;RENT;506.21;Capital Group;Fully Paid;11;0;debt_consolidation;36;2013
8000.0;50000.0;INDIVIDUAL;12.49;8131.0;46.70;20.91;6;B;MORTGAGE;267.60;instructor;Fully Paid;10;0;debt_consolidation;36;2014
12500.0;45000.0;INDIVIDUAL;12.12;13936.0;51.80;11.04;2;B;RENT;415.90;JSC Transortation;Charged Off;10;0;debt_consolidation;36;2012
8000.0;48000.0;INDIVIDUAL;11.67;3071.0;68.20;27.73;10;B;RENT;264.46;Dental asst;Fully Paid;4;0;debt_consolidation;36;2014
18000.0;87000.0;INDIVIDUAL;7.89;6972.0;40.30;17.44;7;A;MORTGAGE;563.15;truck driver;Charged Off;15;0;debt_consolidation;36;2015
8000.0;100000.0;INDIVIDUAL;13.99;14525.0;23.80;22.79;9;C;MORTGAGE;273.39;RN;Fully Paid;22;0;other;36;2016
9500.0;37000.0;INDIVIDUAL;7.62;6934.0;67.30;24.78;3;A;OWN;296.04;Cook County Government;Fully Paid;9;0;home_improvement;36;2012
12000.0;142000.0;INDIVIDUAL;13.11;41627.0;61.40;18.71;4;B;MORTGAGE;404.97;ASRT;Fully Paid;11;0;debt_consolidation;36;2012
10000.0;58000.0;INDIVIDUAL;11.14;16354.0;58.00;8.57;5;B;MORTGAGE;328.06;united states postal service;Fully Paid;14;0;credit_card;36;2012
12000.0;61000.0;INDIVIDUAL;13.49;4518.0;29.90;27.46;2;C;MORTGAGE;276.06;Ag Teacher;Fully Paid;17;0;debt_consolidation;60;2016
24000.0;98000.0;INDIVIDUAL;8.59;19793.0;33.80;26.34;10;A;OWN;758.63;Owner ;Fully Paid;23;0;debt_consolidation;36;2016
5825.0;35000.0;INDIVIDUAL;10.64;6197.0;31.00;6.41;2;B;RENT;189.72;Northwestern Medical Faculty Foundation;Fully Paid;9;0;debt_consolidation;36;2013
2850.0;57000.0;INDIVIDUAL;15.31;2377.0;76.70;11.41;2;C;RENT;99.23;Supervisor;Fully Paid;5;1;credit_card;36;2016
28000.0;250000.0;INDIVIDUAL;8.18;111133.0;82.40;19.76;2;B;MORTGAGE;879.75;Executive Director;Fully Paid;15;0;debt_consolidation;36;2015
25000.0;87000.0;INDIVIDUAL;16.99;27217.0;58.50;18.57;8;D;MORTGAGE;621.18;General Manager;Fully Paid;20;0;debt_consolidation;60;2015
12800.0;72000.0;INDIVIDUAL;9.16;2426.0;27.00;15.50;6;B;RENT;408.00;Bookkeeper;Fully Paid;6;1;car;36;2016
8000.0;22050.0;INDIVIDUAL;15.31;4030.0;56.00;25.75;6;C;RENT;278.54;Machinist;Fully Paid;8;0;debt_consolidation;36;2014
11200.0;65000.0;INDIVIDUAL;13.33;6247.0;18.80;10.32;4;C;MORTGAGE;256.74;manager;Fully Paid;13;0;credit_card;60;2015
1000.0;50000.0;INDIVIDUAL;13.67;6431.0;33.50;13.58;1;B;RENT;34.02;Superfund Asset Management;Fully Paid;15;0;debt_consolidation;36;2012
24000.0;55007.0;INDIVIDUAL;23.28;21651.0;84.20;31.50;6;F;RENT;680.44;Branch Manager;Fully Paid;14;0;credit_card;60;2013
3900.0;70000.0;INDIVIDUAL;14.64;10005.0;61.00;16.10;10;C;OWN;134.51;electrician;Fully Paid;8;0;debt_consolidation;36;2014
15000.0;90000.0;INDIVIDUAL;7.69;10064.0;63.30;13.15;3;A;MORTGAGE;467.91;Electrician;Charged Off;12;1;credit_card;36;2014
3800.0;54000.0;INDIVIDUAL;18.25;4927.0;36.20;14.07;10;E;MORTGAGE;137.86;certified ophthal. assistant;Fully Paid;16;1;debt_consolidation;36;2015
20000.0;60000.0;INDIVIDUAL;15.61;43243.0;68.40;32.38;10;D;MORTGAGE;482.23;sales support;Fully Paid;18;0;debt_consolidation;60;2014
21000.0;495000.0;INDIVIDUAL;6.03;0.0;0.00;0.00;10;A;OWN;639.15;Toyota Tsusho;Fully Paid;5;0;house;36;2013
3600.0;80000.0;INDIVIDUAL;8.67;8946.0;48.40;10.88;1;B;OWN;113.93;Marketing Manager;Fully Paid;12;0;debt_consolidation;36;2014
18000.0;83000.0;INDIVIDUAL;14.98;17690.0;66.80;16.57;10;C;MORTGAGE;428.03;Programmer/Analyst;Fully Paid;11;0;debt_consolidation;60;2014
3250.0;48000.0;INDIVIDUAL;11.99;2670.0;38.70;13.20;3;B;MORTGAGE;72.28;sarah tuxis;Charged Off;8;0;car;60;2011
15000.0;39000.0;INDIVIDUAL;14.33;11063.0;60.80;23.35;10;C;RENT;515.08;BOCC-Polk County;Fully Paid;6;1;credit_card;36;2013
5000.0;59000.0;INDIVIDUAL;14.99;7273.0;68.60;16.72;9;C;MORTGAGE;173.31;Officer;Fully Paid;8;1;other;36;2014
20000.0;130000.0;INDIVIDUAL;18.49;18275.0;64.30;7.94;10;D;MORTGAGE;513.22;Federal Public Defender;Fully Paid;12;0;credit_card;60;2012
6000.0;80000.0;INDIVIDUAL;17.57;4411.0;78.80;14.16;10;D;RENT;215.63;Correction Officer;Fully Paid;5;0;debt_consolidation;36;2014
24725.0;85000.0;INDIVIDUAL;25.44;13212.0;24.80;17.55;6;F;MORTGAGE;732.11;Chief Steward ;Fully Paid;18;0;other;60;2016
12000.0;36000.0;INDIVIDUAL;13.99;5901.0;40.10;22.40;10;C;RENT;279.16;Quality Assurance Supervisior;Charged Off;11;0;credit_card;60;2015
12000.0;96000.0;INDIVIDUAL;9.71;9573.0;67.40;7.21;10;B;MORTGAGE;385.58;State of CA;Fully Paid;8;0;home_improvement;36;2013
30000.0;75000.0;INDIVIDUAL;16.20;23032.0;89.30;23.25;10;C;MORTGAGE;1057.68;GE;Fully Paid;13;0;credit_card;36;2013
4000.0;41000.0;INDIVIDUAL;16.49;7303.0;46.50;5.30;1;D;MORTGAGE;141.60;front desk;Fully Paid;8;0;home_improvement;36;2014
15000.0;71500.0;INDIVIDUAL;15.61;5448.0;41.90;11.75;7;D;MORTGAGE;524.48;Contract Specialist;Fully Paid;9;0;debt_consolidation;36;2015
24000.0;120000.0;INDIVIDUAL;19.24;23427.0;84.00;11.38;10;E;RENT;625.75;Officer;Fully Paid;14;0;debt_consolidation;60;2015
23400.0;65000.0;INDIVIDUAL;24.11;1676.0;26.60;23.25;10;F;RENT;919.41;Sr. Desktop Technician;Charged Off;6;1;other;36;2016
27200.0;72000.0;INDIVIDUAL;23.99;10123.0;67.00;27.63;2;F;RENT;782.34;GM;Charged Off;9;1;debt_consolidation;60;2015
10000.0;95000.0;INDIVIDUAL;10.49;10117.0;47.90;8.38;2;B;MORTGAGE;324.98;Receiving clerk;Fully Paid;9;0;debt_consolidation;36;2016
24000.0;85000.0;INDIVIDUAL;13.98;21723.0;59.40;14.61;4;C;RENT;558.19;Associate Attorney;Fully Paid;22;0;credit_card;60;2014
15000.0;74600.0;INDIVIDUAL;11.99;12365.0;84.10;16.36;10;B;MORTGAGE;498.15;Consultant;Fully Paid;8;0;debt_consolidation;36;2013
31300.0;70000.0;INDIVIDUAL;13.11;39282.0;78.90;28.89;7;B;MORTGAGE;1056.28;East Georgia Regional Medical Center;Fully Paid;12;0;debt_consolidation;36;2012
14400.0;47500.0;INDIVIDUAL;15.31;9561.0;56.60;20.56;1;C;MORTGAGE;344.93;ATPA;Fully Paid;10;0;debt_consolidation;60;2013
12000.0;90480.0;INDIVIDUAL;15.80;26405.0;86.30;18.46;10;C;MORTGAGE;420.71;Newman Technology, Inc.;Fully Paid;8;0;debt_consolidation;36;2013
11000.0;65000.0;INDIVIDUAL;13.98;9503.0;48.20;6.33;10;C;MORTGAGE;375.85;Supervisor;Fully Paid;11;0;debt_consolidation;36;2014
10000.0;95000.0;INDIVIDUAL;14.99;21014.0;42.10;26.25;3;C;RENT;346.61;Vice President;Fully Paid;22;0;debt_consolidation;36;2015
20000.0;85000.0;INDIVIDUAL;13.33;49986.0;83.40;11.20;10;C;MORTGAGE;677.07;CPA;Fully Paid;13;0;home_improvement;36;2015
16000.0;73000.0;INDIVIDUAL;15.96;22330.0;52.30;19.17;10;C;MORTGAGE;562.20;New Hanover Regional Medical Center;Fully Paid;18;0;medical;36;2012
7625.0;75000.0;INDIVIDUAL;14.49;5251.0;37.00;11.95;10;C;RENT;262.43;cSr 1;Fully Paid;7;1;debt_consolidation;36;2014
8000.0;45000.0;INDIVIDUAL;7.69;7476.0;36.50;17.44;3;A;RENT;249.55;Fulfillment Manager;Fully Paid;19;0;credit_card;36;2014
28500.0;240000.0;INDIVIDUAL;11.99;21904.0;67.20;6.87;10;B;MORTGAGE;946.48;longshoreman;Fully Paid;12;0;debt_consolidation;36;2014
18000.0;88000.0;INDIVIDUAL;13.11;15302.0;52.20;24.11;10;B;MORTGAGE;607.45;Del Norte County Unified School District;Fully Paid;14;0;debt_consolidation;36;2012
26375.0;60000.0;INDIVIDUAL;17.86;6623.0;40.60;14.30;2;D;RENT;951.67;Vice President;Charged Off;5;0;debt_consolidation;36;2014
20000.0;164732.0;INDIVIDUAL;10.49;16583.0;58.40;13.98;10;B;MORTGAGE;649.96;Manager of Engineering;Fully Paid;10;0;debt_consolidation;36;2015
9000.0;85000.0;INDIVIDUAL;12.69;6722.0;63.40;16.90;9;C;RENT;301.91;B Operater;Fully Paid;9;0;debt_consolidation;36;2015
15000.0;58164.0;INDIVIDUAL;9.67;15445.0;74.60;18.05;10;B;MORTGAGE;481.69;E-5;Fully Paid;9;0;debt_consolidation;36;2014
12500.0;55000.0;INDIVIDUAL;11.14;14115.0;41.20;15.25;1;B;MORTGAGE;410.07;Center for Employment Training;Fully Paid;8;0;debt_consolidation;36;2012
8875.0;50000.0;INDIVIDUAL;18.24;5145.0;63.50;4.06;6;D;MORTGAGE;321.93;Driver;Fully Paid;7;1;debt_consolidation;36;2014
10000.0;65000.0;INDIVIDUAL;5.32;21051.0;49.60;16.80;4;A;MORTGAGE;301.15;Staff Accountant;Fully Paid;13;0;credit_card;36;2015
4000.0;60000.0;INDIVIDUAL;21.49;7297.0;38.40;15.88;10;D;MORTGAGE;151.71;Correctional Officer;Fully Paid;5;0;debt_consolidation;36;2016
10000.0;85838.0;INDIVIDUAL;7.62;14225.0;75.30;16.25;10;A;MORTGAGE;311.62;CITY OF LA - FIRE AND POLICE PENSIONS;Fully Paid;9;0;debt_consolidation;36;2013
20000.0;94000.0;INDIVIDUAL;9.99;14642.0;28.50;13.85;10;B;MORTGAGE;424.85;Teacher;Fully Paid;11;0;debt_consolidation;60;2015
34800.0;78000.0;INDIVIDUAL;18.99;659.0;3.80;2.89;6;E;RENT;1275.46;Human Resource Manager;Fully Paid;10;0;car;36;2014
5000.0;24000.0;INDIVIDUAL;12.12;4155.0;26.80;22.75;7;B;MORTGAGE;166.36;New Dimensions;Fully Paid;7;0;debt_consolidation;36;2013
15000.0;64500.0;INDIVIDUAL;13.05;12964.0;46.30;26.40;6;B;MORTGAGE;505.78;Duff and Phelps LLC;Fully Paid;14;0;credit_card;36;2013
25000.0;210000.0;INDIVIDUAL;14.64;24429.0;49.90;9.58;10;C;MORTGAGE;590.04;Physician;Fully Paid;12;0;debt_consolidation;60;2014
5075.0;53000.0;INDIVIDUAL;17.27;16446.0;94.00;24.93;10;C;MORTGAGE;181.63;Walmart;Fully Paid;14;0;credit_card;36;2013
7500.0;20000.0;INDIVIDUAL;14.99;4838.0;56.90;27.91;3;C;RENT;259.96;Personal Trainer;Fully Paid;8;0;credit_card;36;2015
35000.0;78000.0;INDIVIDUAL;23.28;39415.0;92.10;20.62;10;F;MORTGAGE;992.31;Berne-Knox-Westerlo Central School Distr;Fully Paid;9;0;debt_consolidation;60;2013
4950.0;60000.0;INDIVIDUAL;14.65;3479.0;49.70;19.88;1;C;MORTGAGE;170.75;Journey wireman;Fully Paid;8;1;debt_consolidation;36;2015
12000.0;65000.0;INDIVIDUAL;13.33;23963.0;57.10;20.39;10;C;RENT;406.24;Business Customer Service Analyst;Charged Off;21;0;debt_consolidation;36;2015
12000.0;55000.0;INDIVIDUAL;5.79;5747.0;14.10;9.01;4;A;MORTGAGE;232.01;Technisand;Fully Paid;9;0;other;36;2010
17600.0;50000.0;INDIVIDUAL;13.11;16787.0;69.70;25.01;4;B;RENT;593.95;Blue River Productions;Fully Paid;9;0;debt_consolidation;36;2013
10000.0;43900.0;INDIVIDUAL;6.62;4575.0;15.30;13.86;1;A;MORTGAGE;307.04;Kohler;Fully Paid;16;0;credit_card;36;2012
13475.0;121392.0;INDIVIDUAL;19.29;0.0;0.00;15.72;4;E;RENT;351.71;Juniper Networks;Fully Paid;5;0;debt_consolidation;60;2011
18000.0;51500.0;INDIVIDUAL;12.69;9482.0;18.60;15.51;2;C;OWN;603.81;Foreman;Fully Paid;16;0;credit_card;36;2015
